,YearSchluessel,Year,Stadt-/Landkreis,BIP je Einwohner in EUR,LAND_NAME,LAND_ABK
13074,200913074,2009,Landkreis Nordwestmecklenburg,17723.0,Mecklenburg-Vorpommern,MV
13074,201313074,2013,Landkreis Nordwestmecklenburg,20775.0,Mecklenburg-Vorpommern,MV
13074,201613074,2016,Landkreis Nordwestmecklenburg,21585.0,Mecklenburg-Vorpommern,MV
13075,200013075,2000,Landkreis Vorpommern-Greifswald,14087.0,Mecklenburg-Vorpommern,MV
13075,200513075,2005,Landkreis Vorpommern-Greifswald,15370.0,Mecklenburg-Vorpommern,MV
13075,200913075,2009,Landkreis Vorpommern-Greifswald,18298.0,Mecklenburg-Vorpommern,MV
13075,201313075,2013,Landkreis Vorpommern-Greifswald,20875.0,Mecklenburg-Vorpommern,MV
13075,201613075,2016,Landkreis Vorpommern-Greifswald,23066.0,Mecklenburg-Vorpommern,MV
13076,200013076,2000,Landkreis Ludwigslust-Parchim,13427.0,Mecklenburg-Vorpommern,MV
13076,200513076,2005,Landkreis Ludwigslust-Parchim,14748.0,Mecklenburg-Vorpommern,MV
13076,200913076,2009,Landkreis Ludwigslust-Parchim,17417.0,Mecklenburg-Vorpommern,MV
13076,201313076,2013,Landkreis Ludwigslust-Parchim,20579.0,Mecklenburg-Vorpommern,MV
13076,201613076,2016,Landkreis Ludwigslust-Parchim,22578.0,Mecklenburg-Vorpommern,MV
14511,200014511,2000,Chemnitz,22629.0,Sachsen,SN
14511,200514511,2005,Chemnitz,25796.0,Sachsen,SN
14511,200914511,2009,Chemnitz,27374.0,Sachsen,SN
14511,201314511,2013,Chemnitz,31300.0,Sachsen,SN
14511,201614511,2016,Chemnitz,34166.0,Sachsen,SN
14521,200014521,2000,Erzgebirgskreis,12845.0,Sachsen,SN
14521,200514521,2005,Erzgebirgskreis,15421.0,Sachsen,SN
14521,200914521,2009,Erzgebirgskreis,16493.0,Sachsen,SN
14521,201314521,2013,Erzgebirgskreis,19794.0,Sachsen,SN
14521,201614521,2016,Erzgebirgskreis,22288.0,Sachsen,SN
14522,200014522,2000,Landkreis Mittelsachsen,14699.0,Sachsen,SN
14522,200514522,2005,Landkreis Mittelsachsen,18021.0,Sachsen,SN
14522,200914522,2009,Landkreis Mittelsachsen,21180.0,Sachsen,SN
14522,201314522,2013,Landkreis Mittelsachsen,23377.0,Sachsen,SN
14522,201614522,2016,Landkreis Mittelsachsen,26370.0,Sachsen,SN
14523,200014523,2000,Vogtlandkreis,15471.0,Sachsen,SN
14523,200514523,2005,Vogtlandkreis,16820.0,Sachsen,SN
14523,200914523,2009,Vogtlandkreis,18979.0,Sachsen,SN
14523,201314523,2013,Vogtlandkreis,21893.0,Sachsen,SN
14523,201614523,2016,Vogtlandkreis,24294.0,Sachsen,SN
14524,200014524,2000,Kreis Zwickau,17032.0,Sachsen,SN
14524,200514524,2005,Kreis Zwickau,18998.0,Sachsen,SN
14524,200914524,2009,Kreis Zwickau,21176.0,Sachsen,SN
14524,201314524,2013,Kreis Zwickau,25101.0,Sachsen,SN
14524,201614524,2016,Kreis Zwickau,30042.0,Sachsen,SN
14612,200014612,2000,Dresden,26175.0,Sachsen,SN
14612,200514612,2005,Dresden,32168.0,Sachsen,SN
14612,200914612,2009,Dresden,31227.0,Sachsen,SN
14612,201314612,2013,Dresden,33253.0,Sachsen,SN
14612,201614612,2016,Dresden,37993.0,Sachsen,SN
14625,200014625,2000,Landkreis Bautzen,14723.0,Sachsen,SN
14625,200514625,2005,Landkreis Bautzen,16933.0,Sachsen,SN
14625,200914625,2009,Landkreis Bautzen,19149.0,Sachsen,SN
14625,201314625,2013,Landkreis Bautzen,22241.0,Sachsen,SN
14625,201614625,2016,Landkreis Bautzen,24805.0,Sachsen,SN
14626,200014626,2000,Landkreis Görlitz,12497.0,Sachsen,SN
14626,200514626,2005,Landkreis Görlitz,15443.0,Sachsen,SN
14626,200914626,2009,Landkreis Görlitz,19322.0,Sachsen,SN
14626,201314626,2013,Landkreis Görlitz,22999.0,Sachsen,SN
14626,201614626,2016,Landkreis Görlitz,25269.0,Sachsen,SN
14627,200014627,2000,Landkreis Meissen,16026.0,Sachsen,SN
14627,200514627,2005,Landkreis Meissen,17917.0,Sachsen,SN
14627,200914627,2009,Landkreis Meissen,19895.0,Sachsen,SN
14627,201314627,2013,Landkreis Meissen,23877.0,Sachsen,SN
14627,201614627,2016,Landkreis Meissen,27162.0,Sachsen,SN
14628,200014628,2000,Landkreis Sächsische Schweiz-Osterzgebirge,13167.0,Sachsen,SN
14628,200514628,2005,Landkreis Sächsische Schweiz-Osterzgebirge,14786.0,Sachsen,SN
14628,200914628,2009,Landkreis Sächsische Schweiz-Osterzgebirge,16591.0,Sachsen,SN
14628,201314628,2013,Landkreis Sächsische Schweiz-Osterzgebirge,19542.0,Sachsen,SN
14628,201614628,2016,Landkreis Sächsische Schweiz-Osterzgebirge,21986.0,Sachsen,SN
14713,200014713,2000,Leipzig,22624.0,Sachsen,SN
14713,200514713,2005,Leipzig,25205.0,Sachsen,SN
14713,200914713,2009,Leipzig,27730.0,Sachsen,SN
14713,201314713,2013,Leipzig,33026.0,Sachsen,SN
14713,201614713,2016,Leipzig,35123.0,Sachsen,SN
14729,200014729,2000,Landkreis Leipzig,13204.0,Sachsen,SN
14729,200514729,2005,Landkreis Leipzig,15799.0,Sachsen,SN
14729,200914729,2009,Landkreis Leipzig,19151.0,Sachsen,SN
14729,201314729,2013,Landkreis Leipzig,22102.0,Sachsen,SN
14729,201614729,2016,Landkreis Leipzig,25385.0,Sachsen,SN
14730,200014730,2000,Landkreis Nordsachsen,16372.0,Sachsen,SN
14730,200514730,2005,Landkreis Nordsachsen,17671.0,Sachsen,SN
14730,200914730,2009,Landkreis Nordsachsen,20727.0,Sachsen,SN
14730,201314730,2013,Landkreis Nordsachsen,23531.0,Sachsen,SN
14730,201614730,2016,Landkreis Nordsachsen,25923.0,Sachsen,SN
15001,200015001,2000,Dessau-Rosslau,17041.0,Sachsen-Anhalt,ST
15001,200515001,2005,Dessau-Rosslau,20329.0,Sachsen-Anhalt,ST
15001,200915001,2009,Dessau-Rosslau,23878.0,Sachsen-Anhalt,ST
15001,201315001,2013,Dessau-Rosslau,26482.0,Sachsen-Anhalt,ST
15001,201615001,2016,Dessau-Rosslau,28907.0,Sachsen-Anhalt,ST
15002,200015002,2000,Halle (Saale),20888.0,Sachsen-Anhalt,ST
15002,200515002,2005,Halle (Saale),23407.0,Sachsen-Anhalt,ST
15002,200915002,2009,Halle (Saale),24897.0,Sachsen-Anhalt,ST
15002,201315002,2013,Halle (Saale),26938.0,Sachsen-Anhalt,ST
15002,201615002,2016,Halle (Saale),29013.0,Sachsen-Anhalt,ST
15003,200015003,2000,Magdeburg,23628.0,Sachsen-Anhalt,ST
15003,200515003,2005,Magdeburg,25946.0,Sachsen-Anhalt,ST
15003,200915003,2009,Magdeburg,29312.0,Sachsen-Anhalt,ST
15003,201315003,2013,Magdeburg,31006.0,Sachsen-Anhalt,ST
15003,201615003,2016,Magdeburg,32978.0,Sachsen-Anhalt,ST
15081,200015081,2000,Altmarkkreis Salzwedel,13795.0,Sachsen-Anhalt,ST
15081,200515081,2005,Altmarkkreis Salzwedel,16758.0,Sachsen-Anhalt,ST
15081,200915081,2009,Altmarkkreis Salzwedel,18072.0,Sachsen-Anhalt,ST
15081,201315081,2013,Altmarkkreis Salzwedel,22414.0,Sachsen-Anhalt,ST
15081,201615081,2016,Altmarkkreis Salzwedel,23022.0,Sachsen-Anhalt,ST
15082,200015082,2000,Landkreis Anhalt-Bitterfeld,15034.0,Sachsen-Anhalt,ST
15082,200515082,2005,Landkreis Anhalt-Bitterfeld,18448.0,Sachsen-Anhalt,ST
15082,200915082,2009,Landkreis Anhalt-Bitterfeld,20333.0,Sachsen-Anhalt,ST
15082,201315082,2013,Landkreis Anhalt-Bitterfeld,25488.0,Sachsen-Anhalt,ST
15082,201615082,2016,Landkreis Anhalt-Bitterfeld,27081.0,Sachsen-Anhalt,ST
15083,200015083,2000,Landkreis Börde,15120.0,Sachsen-Anhalt,ST
15083,200515083,2005,Landkreis Börde,18286.0,Sachsen-Anhalt,ST
15083,200915083,2009,Landkreis Börde,20919.0,Sachsen-Anhalt,ST
15083,201315083,2013,Landkreis Börde,26233.0,Sachsen-Anhalt,ST
15083,201615083,2016,Landkreis Börde,27733.0,Sachsen-Anhalt,ST
15084,200015084,2000,Burgenlandkreis,14314.0,Sachsen-Anhalt,ST
15084,200515084,2005,Burgenlandkreis,15308.0,Sachsen-Anhalt,ST
15084,200915084,2009,Burgenlandkreis,17810.0,Sachsen-Anhalt,ST
15084,201315084,2013,Burgenlandkreis,21799.0,Sachsen-Anhalt,ST
15084,201615084,2016,Burgenlandkreis,23703.0,Sachsen-Anhalt,ST
15085,200015085,2000,Landkreis Harz,15374.0,Sachsen-Anhalt,ST
15085,200515085,2005,Landkreis Harz,17445.0,Sachsen-Anhalt,ST
15085,200915085,2009,Landkreis Harz,17939.0,Sachsen-Anhalt,ST
15085,201315085,2013,Landkreis Harz,20851.0,Sachsen-Anhalt,ST
15085,201615085,2016,Landkreis Harz,22464.0,Sachsen-Anhalt,ST
15086,200015086,2000,Landkreis Jerichower Land,15421.0,Sachsen-Anhalt,ST
15086,200515086,2005,Landkreis Jerichower Land,18768.0,Sachsen-Anhalt,ST
15086,200915086,2009,Landkreis Jerichower Land,19538.0,Sachsen-Anhalt,ST
15086,201315086,2013,Landkreis Jerichower Land,22963.0,Sachsen-Anhalt,ST
15086,201615086,2016,Landkreis Jerichower Land,23795.0,Sachsen-Anhalt,ST
15087,200015087,2000,Landkreis Mansfeld-Südharz,12538.0,Sachsen-Anhalt,ST
15087,200515087,2005,Landkreis Mansfeld-Südharz,13330.0,Sachsen-Anhalt,ST
15087,200915087,2009,Landkreis Mansfeld-Südharz,15241.0,Sachsen-Anhalt,ST
15087,201315087,2013,Landkreis Mansfeld-Südharz,18350.0,Sachsen-Anhalt,ST
15087,201615087,2016,Landkreis Mansfeld-Südharz,19332.0,Sachsen-Anhalt,ST
15088,200015088,2000,Saalekreis,19339.0,Sachsen-Anhalt,ST
15088,200515088,2005,Saalekreis,22764.0,Sachsen-Anhalt,ST
15088,200915088,2009,Saalekreis,24234.0,Sachsen-Anhalt,ST
15088,201315088,2013,Saalekreis,29036.0,Sachsen-Anhalt,ST
15088,201615088,2016,Saalekreis,32022.0,Sachsen-Anhalt,ST
15089,200015089,2000,Salzlandkreis,12910.0,Sachsen-Anhalt,ST
15089,200515089,2005,Salzlandkreis,15317.0,Sachsen-Anhalt,ST
15089,200915089,2009,Salzlandkreis,18069.0,Sachsen-Anhalt,ST
15089,201315089,2013,Salzlandkreis,22694.0,Sachsen-Anhalt,ST
15089,201615089,2016,Salzlandkreis,24155.0,Sachsen-Anhalt,ST
15090,200015090,2000,Landkreis Stendal,13860.0,Sachsen-Anhalt,ST
15090,200515090,2005,Landkreis Stendal,15407.0,Sachsen-Anhalt,ST
15090,200915090,2009,Landkreis Stendal,17944.0,Sachsen-Anhalt,ST
15090,201315090,2013,Landkreis Stendal,20949.0,Sachsen-Anhalt,ST
15090,201615090,2016,Landkreis Stendal,23629.0,Sachsen-Anhalt,ST
15091,200015091,2000,Landkreis Wittenberg,13792.0,Sachsen-Anhalt,ST
15091,200515091,2005,Landkreis Wittenberg,16191.0,Sachsen-Anhalt,ST
15091,200915091,2009,Landkreis Wittenberg,17998.0,Sachsen-Anhalt,ST
15091,201315091,2013,Landkreis Wittenberg,22538.0,Sachsen-Anhalt,ST
15091,201615091,2016,Landkreis Wittenberg,24727.0,Sachsen-Anhalt,ST
16051,200016051,2000,Erfurt,28176.0,Thüringen,TH
16051,200516051,2005,Erfurt,28917.0,Thüringen,TH
16051,200916051,2009,Erfurt,31220.0,Thüringen,TH
16051,201316051,2013,Erfurt,36370.0,Thüringen,TH
16051,201616051,2016,Erfurt,38284.0,Thüringen,TH
16052,200016052,2000,Gera,18357.0,Thüringen,TH
16052,200516052,2005,Gera,19879.0,Thüringen,TH
16052,200916052,2009,Gera,21829.0,Thüringen,TH
16052,201316052,2013,Gera,24944.0,Thüringen,TH
16052,201616052,2016,Gera,27391.0,Thüringen,TH
16053,200016053,2000,Jena,24308.0,Thüringen,TH
16053,200516053,2005,Jena,27072.0,Thüringen,TH
16053,200916053,2009,Jena,28506.0,Thüringen,TH
16053,201316053,2013,Jena,35693.0,Thüringen,TH
16053,201616053,2016,Jena,40609.0,Thüringen,TH
16054,200016054,2000,Suhl,20206.0,Thüringen,TH
16054,200516054,2005,Suhl,24148.0,Thüringen,TH
16054,200916054,2009,Suhl,24957.0,Thüringen,TH
16054,201316054,2013,Suhl,28449.0,Thüringen,TH
16054,201616054,2016,Suhl,30053.0,Thüringen,TH
16055,200016055,2000,Weimar,21578.0,Thüringen,TH
16055,200516055,2005,Weimar,21797.0,Thüringen,TH
16055,200916055,2009,Weimar,24997.0,Thüringen,TH
16055,201316055,2013,Weimar,28457.0,Thüringen,TH
16055,201616055,2016,Weimar,31147.0,Thüringen,TH
16056,200016056,2000,Eisenach,28451.0,Thüringen,TH
16056,200516056,2005,Eisenach,31332.0,Thüringen,TH
16056,200916056,2009,Eisenach,26526.0,Thüringen,TH
16056,201316056,2013,Eisenach,31423.0,Thüringen,TH
16056,201616056,2016,Eisenach,40821.0,Thüringen,TH
16061,200016061,2000,Landkreis Eichsfeld,12324.0,Thüringen,TH
16061,200516061,2005,Landkreis Eichsfeld,15226.0,Thüringen,TH
16061,200916061,2009,Landkreis Eichsfeld,17512.0,Thüringen,TH
16061,201316061,2013,Landkreis Eichsfeld,22385.0,Thüringen,TH
16061,201616061,2016,Landkreis Eichsfeld,25690.0,Thüringen,TH
16062,200016062,2000,Landkreis Nordhausen,15164.0,Thüringen,TH
16062,200516062,2005,Landkreis Nordhausen,15869.0,Thüringen,TH
16062,200916062,2009,Landkreis Nordhausen,18121.0,Thüringen,TH
16062,201316062,2013,Landkreis Nordhausen,22154.0,Thüringen,TH
16062,201616062,2016,Landkreis Nordhausen,25152.0,Thüringen,TH
16063,200016063,2000,Landkreis Wartburgkreis,14671.0,Thüringen,TH
16063,200516063,2005,Landkreis Wartburgkreis,17250.0,Thüringen,TH
16063,200916063,2009,Landkreis Wartburgkreis,17976.0,Thüringen,TH
16063,201316063,2013,Landkreis Wartburgkreis,22982.0,Thüringen,TH
16063,201616063,2016,Landkreis Wartburgkreis,25399.0,Thüringen,TH
16064,200016064,2000,Landkreis Unstrut-Hainich-Kreis,14162.0,Thüringen,TH
16064,200516064,2005,Landkreis Unstrut-Hainich-Kreis,15469.0,Thüringen,TH
16064,200916064,2009,Landkreis Unstrut-Hainich-Kreis,17705.0,Thüringen,TH
16064,201316064,2013,Landkreis Unstrut-Hainich-Kreis,21731.0,Thüringen,TH
16064,201616064,2016,Landkreis Unstrut-Hainich-Kreis,24264.0,Thüringen,TH
16065,200016065,2000,Landkreis Kyffhäuserkreis,13250.0,Thüringen,TH
16065,200516065,2005,Landkreis Kyffhäuserkreis,13859.0,Thüringen,TH
16065,200916065,2009,Landkreis Kyffhäuserkreis,15477.0,Thüringen,TH
16065,201316065,2013,Landkreis Kyffhäuserkreis,18757.0,Thüringen,TH
16065,201616065,2016,Landkreis Kyffhäuserkreis,20836.0,Thüringen,TH
16066,200016066,2000,Landkreis Schmalkalden-Meiningen,15773.0,Thüringen,TH
16066,200516066,2005,Landkreis Schmalkalden-Meiningen,19027.0,Thüringen,TH
16066,200916066,2009,Landkreis Schmalkalden-Meiningen,19534.0,Thüringen,TH
16066,201316066,2013,Landkreis Schmalkalden-Meiningen,23498.0,Thüringen,TH
16066,201616066,2016,Landkreis Schmalkalden-Meiningen,26766.0,Thüringen,TH
16067,200016067,2000,Landkreis Gotha,16450.0,Thüringen,TH
16067,200516067,2005,Landkreis Gotha,18816.0,Thüringen,TH
16067,200916067,2009,Landkreis Gotha,20576.0,Thüringen,TH
16067,201316067,2013,Landkreis Gotha,24169.0,Thüringen,TH
16067,201616067,2016,Landkreis Gotha,26832.0,Thüringen,TH
16068,200016068,2000,Landkreis Sömmerda,13758.0,Thüringen,TH
16068,200516068,2005,Landkreis Sömmerda,18618.0,Thüringen,TH
16068,200916068,2009,Landkreis Sömmerda,16384.0,Thüringen,TH
16068,201316068,2013,Landkreis Sömmerda,21568.0,Thüringen,TH
16068,201616068,2016,Landkreis Sömmerda,23335.0,Thüringen,TH
16069,200016069,2000,Landkreis Hildburghausen,13218.0,Thüringen,TH
16069,200516069,2005,Landkreis Hildburghausen,15238.0,Thüringen,TH
16069,200916069,2009,Landkreis Hildburghausen,17017.0,Thüringen,TH
16069,201316069,2013,Landkreis Hildburghausen,20550.0,Thüringen,TH
16069,201616069,2016,Landkreis Hildburghausen,23229.0,Thüringen,TH
16070,200016070,2000,Landkreis Ilm-Kreis,13388.0,Thüringen,TH
16070,200516070,2005,Landkreis Ilm-Kreis,16334.0,Thüringen,TH
16070,200916070,2009,Landkreis Ilm-Kreis,20624.0,Thüringen,TH
16070,201316070,2013,Landkreis Ilm-Kreis,22587.0,Thüringen,TH
16070,201616070,2016,Landkreis Ilm-Kreis,28331.0,Thüringen,TH
16071,200016071,2000,Landkreis Weimarer Land,12408.0,Thüringen,TH
16071,200516071,2005,Landkreis Weimarer Land,15063.0,Thüringen,TH
16071,200916071,2009,Landkreis Weimarer Land,17588.0,Thüringen,TH
16071,201316071,2013,Landkreis Weimarer Land,22044.0,Thüringen,TH
16071,201616071,2016,Landkreis Weimarer Land,23844.0,Thüringen,TH
16072,200016072,2000,Landkreis Sonneberg,12207.0,Thüringen,TH
16072,200516072,2005,Landkreis Sonneberg,17395.0,Thüringen,TH
16072,200916072,2009,Landkreis Sonneberg,19301.0,Thüringen,TH
16072,201316072,2013,Landkreis Sonneberg,25334.0,Thüringen,TH
16072,201616072,2016,Landkreis Sonneberg,26767.0,Thüringen,TH
16073,200016073,2000,Landkreis Saalfeld-Rudolstadt,14478.0,Thüringen,TH
16073,200516073,2005,Landkreis Saalfeld-Rudolstadt,16626.0,Thüringen,TH
16073,200916073,2009,Landkreis Saalfeld-Rudolstadt,19476.0,Thüringen,TH
16073,201316073,2013,Landkreis Saalfeld-Rudolstadt,23250.0,Thüringen,TH
16073,201616073,2016,Landkreis Saalfeld-Rudolstadt,25951.0,Thüringen,TH
16074,200016074,2000,Landkreis Saale-Holzland-Kreis,13528.0,Thüringen,TH
16074,200516074,2005,Landkreis Saale-Holzland-Kreis,15637.0,Thüringen,TH
16074,200916074,2009,Landkreis Saale-Holzland-Kreis,17868.0,Thüringen,TH
16074,201316074,2013,Landkreis Saale-Holzland-Kreis,21412.0,Thüringen,TH
16074,201616074,2016,Landkreis Saale-Holzland-Kreis,22221.0,Thüringen,TH
16075,200016075,2000,Landkreis Saale-Orla-Kreis,15282.0,Thüringen,TH
16075,200516075,2005,Landkreis Saale-Orla-Kreis,17352.0,Thüringen,TH
16075,200916075,2009,Landkreis Saale-Orla-Kreis,19829.0,Thüringen,TH
16075,201316075,2013,Landkreis Saale-Orla-Kreis,25939.0,Thüringen,TH
16075,201616075,2016,Landkreis Saale-Orla-Kreis,27370.0,Thüringen,TH
16076,200016076,2000,Landkreis Greiz,13589.0,Thüringen,TH
16076,200516076,2005,Landkreis Greiz,14611.0,Thüringen,TH
16076,200916076,2009,Landkreis Greiz,15777.0,Thüringen,TH
16076,201316076,2013,Landkreis Greiz,19432.0,Thüringen,TH
16076,201616076,2016,Landkreis Greiz,22184.0,Thüringen,TH
16077,200016077,2000,Landkreis Altenburger Land,12008.0,Thüringen,TH
16077,200516077,2005,Landkreis Altenburger Land,13746.0,Thüringen,TH
16077,200916077,2009,Landkreis Altenburger Land,16350.0,Thüringen,TH
16077,201316077,2013,Landkreis Altenburger Land,18650.0,Thüringen,TH
16077,201616077,2016,Landkreis Altenburger Land,21462.0,Thüringen,TH
3241001,200003241001,2000,Landeshauptstadt Hannover,44293.0,Niedersachsen,NI
3241001,200503241001,2005,Landeshauptstadt Hannover,49780.0,Niedersachsen,NI
3241001,200903241001,2009,Landeshauptstadt Hannover,53103.0,Niedersachsen,NI
3241001,201303241001,2013,Landeshauptstadt Hannover,56502.0,Niedersachsen,NI
3241001,201603241001,2016,Landeshauptstadt Hannover,62270.0,Niedersachsen,NI
10041100,200010041100,2000,Landeshauptstadt Saarbrücken,,Saarland,SL
10041100,200510041100,2005,Landeshauptstadt Saarbrücken,,Saarland,SL
10041100,200910041100,2009,Landeshauptstadt Saarbrücken,,Saarland,SL
10041100,201310041100,2013,Landeshauptstadt Saarbrücken,,Saarland,SL
10041100,201610041100,2016,Landeshauptstadt Saarbrücken,,Saarland,SL
11001001,200011001001,2000,Berlin-Mitte,,Berlin,BE
11001001,200511001001,2005,Berlin-Mitte,,Berlin,BE
11001001,200911001001,2009,Berlin-Mitte,,Berlin,BE
11001001,201311001001,2013,Berlin-Mitte,,Berlin,BE
11001001,201611001001,2016,Berlin-Mitte,,Berlin,BE
11002002,200011002002,2000,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,200511002002,2005,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,200911002002,2009,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,201311002002,2013,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,201611002002,2016,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11003003,200011003003,2000,Berlin-Pankow,,Berlin,BE
11003003,200511003003,2005,Berlin-Pankow,,Berlin,BE
11003003,200911003003,2009,Berlin-Pankow,,Berlin,BE
11003003,201311003003,2013,Berlin-Pankow,,Berlin,BE
11003003,201611003003,2016,Berlin-Pankow,,Berlin,BE
11004004,200011004004,2000,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,200511004004,2005,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,200911004004,2009,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,201311004004,2013,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,201611004004,2016,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11005005,200011005005,2000,Berlin-Spandau,,Berlin,BE
11005005,200511005005,2005,Berlin-Spandau,,Berlin,BE
11005005,200911005005,2009,Berlin-Spandau,,Berlin,BE
11005005,201311005005,2013,Berlin-Spandau,,Berlin,BE
11005005,201611005005,2016,Berlin-Spandau,,Berlin,BE
11006006,200011006006,2000,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,200511006006,2005,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,200911006006,2009,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,201311006006,2013,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,201611006006,2016,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11007007,200011007007,2000,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,200511007007,2005,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,200911007007,2009,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,201311007007,2013,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,201611007007,2016,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11008008,200011008008,2000,Berlin-Neukölln,,Berlin,BE
11008008,200511008008,2005,Berlin-Neukölln,,Berlin,BE
11008008,200911008008,2009,Berlin-Neukölln,,Berlin,BE
11008008,201311008008,2013,Berlin-Neukölln,,Berlin,BE
11008008,201611008008,2016,Berlin-Neukölln,,Berlin,BE
11009009,200011009009,2000,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,200511009009,2005,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,200911009009,2009,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,201311009009,2013,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,201611009009,2016,Berlin-Treptow-Köpenick,,Berlin,BE
11010010,200011010010,2000,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,200511010010,2005,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,200911010010,2009,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,201311010010,2013,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,201611010010,2016,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11011011,200011011011,2000,Berlin-Lichtenberg,,Berlin,BE
11011011,200511011011,2005,Berlin-Lichtenberg,,Berlin,BE
11011011,200911011011,2009,Berlin-Lichtenberg,,Berlin,BE
11011011,201311011011,2013,Berlin-Lichtenberg,,Berlin,BE
11011011,201611011011,2016,Berlin-Lichtenberg,,Berlin,BE
11012012,200011012012,2000,Berlin-Reinickendorf,,Berlin,BE
11012012,200511012012,2005,Berlin-Reinickendorf,,Berlin,BE
11012012,200911012012,2009,Berlin-Reinickendorf,,Berlin,BE
11012012,201311012012,2013,Berlin-Reinickendorf,,Berlin,BE
11012012,201611012012,2016,Berlin-Reinickendorf,,Berlin,BE
