,YearSchluessel,Year,Stadt-/Landkreis,Verfügbares Einkommen je Einwohner in EUR,LAND_NAME,LAND_ABK
9576,200909576,2009,Landkreis Roth,20068.0,Bayern,BY
9576,201309576,2013,Landkreis Roth,22324.0,Bayern,BY
9576,201609576,2016,Landkreis Roth,23592.0,Bayern,BY
9577,200209577,2002,Landkreis Weißenburg-Gunzenhausen,16369.0,Bayern,BY
9577,200509577,2005,Landkreis Weißenburg-Gunzenhausen,16924.0,Bayern,BY
9577,200909577,2009,Landkreis Weißenburg-Gunzenhausen,18422.0,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,21412.0,Bayern,BY
9577,201609577,2016,Landkreis Weißenburg-Gunzenhausen,22044.0,Bayern,BY
9661,200209661,2002,Aschaffenburg,18515.0,Bayern,BY
9661,200509661,2005,Aschaffenburg,20332.0,Bayern,BY
9661,200909661,2009,Aschaffenburg,21088.0,Bayern,BY
9661,201309661,2013,Aschaffenburg,22775.0,Bayern,BY
9661,201609661,2016,Aschaffenburg,23918.0,Bayern,BY
9662,200209662,2002,Schweinfurt,17223.0,Bayern,BY
9662,200509662,2005,Schweinfurt,16999.0,Bayern,BY
9662,200909662,2009,Schweinfurt,18044.0,Bayern,BY
9662,201309662,2013,Schweinfurt,19705.0,Bayern,BY
9662,201609662,2016,Schweinfurt,21088.0,Bayern,BY
9663,200209663,2002,Würzburg,18526.0,Bayern,BY
9663,200509663,2005,Würzburg,19892.0,Bayern,BY
9663,200909663,2009,Würzburg,21330.0,Bayern,BY
9663,201309663,2013,Würzburg,22781.0,Bayern,BY
9663,201609663,2016,Würzburg,23380.0,Bayern,BY
9671,200209671,2002,Landkreis Aschaffenburg (Land),18288.0,Bayern,BY
9671,200509671,2005,Landkreis Aschaffenburg (Land),19330.0,Bayern,BY
9671,200909671,2009,Landkreis Aschaffenburg (Land),20363.0,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),22519.0,Bayern,BY
9671,201609671,2016,Landkreis Aschaffenburg (Land),23756.0,Bayern,BY
9672,200209672,2002,Landkreis Bad Kissingen,15842.0,Bayern,BY
9672,200509672,2005,Landkreis Bad Kissingen,16818.0,Bayern,BY
9672,200909672,2009,Landkreis Bad Kissingen,17991.0,Bayern,BY
9672,201309672,2013,Landkreis Bad Kissingen,20670.0,Bayern,BY
9672,201609672,2016,Landkreis Bad Kissingen,21738.0,Bayern,BY
9673,200209673,2002,Landkreis Rhön-Grabfeld,15475.0,Bayern,BY
9673,200509673,2005,Landkreis Rhön-Grabfeld,16532.0,Bayern,BY
9673,200909673,2009,Landkreis Rhön-Grabfeld,17850.0,Bayern,BY
9673,201309673,2013,Landkreis Rhön-Grabfeld,20202.0,Bayern,BY
9673,201609673,2016,Landkreis Rhön-Grabfeld,21543.0,Bayern,BY
9674,200209674,2002,Landkreis Haßberge,15048.0,Bayern,BY
9674,200509674,2005,Landkreis Haßberge,16076.0,Bayern,BY
9674,200909674,2009,Landkreis Haßberge,17196.0,Bayern,BY
9674,201309674,2013,Landkreis Haßberge,19665.0,Bayern,BY
9674,201609674,2016,Landkreis Haßberge,21147.0,Bayern,BY
9675,200209675,2002,Landkreis Kitzingen,17148.0,Bayern,BY
9675,200509675,2005,Landkreis Kitzingen,18930.0,Bayern,BY
9675,200909675,2009,Landkreis Kitzingen,19234.0,Bayern,BY
9675,201309675,2013,Landkreis Kitzingen,21540.0,Bayern,BY
9675,201609675,2016,Landkreis Kitzingen,23748.0,Bayern,BY
9676,200209676,2002,Landkreis Miltenberg,17171.0,Bayern,BY
9676,200509676,2005,Landkreis Miltenberg,18021.0,Bayern,BY
9676,200909676,2009,Landkreis Miltenberg,19124.0,Bayern,BY
9676,201309676,2013,Landkreis Miltenberg,20943.0,Bayern,BY
9676,201609676,2016,Landkreis Miltenberg,22544.0,Bayern,BY
9677,200209677,2002,Landkreis Main-Spessart,16647.0,Bayern,BY
9677,200509677,2005,Landkreis Main-Spessart,17326.0,Bayern,BY
9677,200909677,2009,Landkreis Main-Spessart,18512.0,Bayern,BY
9677,201309677,2013,Landkreis Main-Spessart,20980.0,Bayern,BY
9677,201609677,2016,Landkreis Main-Spessart,22524.0,Bayern,BY
9678,200209678,2002,Landkreis Schweinfurt (Land),15987.0,Bayern,BY
9678,200509678,2005,Landkreis Schweinfurt (Land),16563.0,Bayern,BY
9678,200909678,2009,Landkreis Schweinfurt (Land),18212.0,Bayern,BY
9678,201309678,2013,Landkreis Schweinfurt (Land),20578.0,Bayern,BY
9678,201609678,2016,Landkreis Schweinfurt (Land),21896.0,Bayern,BY
9679,200209679,2002,Landkreis Würzburg (Land),16572.0,Bayern,BY
9679,200509679,2005,Landkreis Würzburg (Land),17790.0,Bayern,BY
9679,200909679,2009,Landkreis Würzburg (Land),19106.0,Bayern,BY
9679,201309679,2013,Landkreis Würzburg (Land),21521.0,Bayern,BY
9679,201609679,2016,Landkreis Würzburg (Land),22762.0,Bayern,BY
9761,200209761,2002,Augsburg,16263.0,Bayern,BY
9761,200509761,2005,Augsburg,16733.0,Bayern,BY
9761,200909761,2009,Augsburg,17157.0,Bayern,BY
9761,201309761,2013,Augsburg,18951.0,Bayern,BY
9761,201609761,2016,Augsburg,19203.0,Bayern,BY
9762,200209762,2002,Kaufbeuren,17749.0,Bayern,BY
9762,200509762,2005,Kaufbeuren,18645.0,Bayern,BY
9762,200909762,2009,Kaufbeuren,19502.0,Bayern,BY
9762,201309762,2013,Kaufbeuren,21300.0,Bayern,BY
9762,201609762,2016,Kaufbeuren,21906.0,Bayern,BY
9763,200209763,2002,Kempten (Allgäu),18411.0,Bayern,BY
9763,200509763,2005,Kempten (Allgäu),19254.0,Bayern,BY
9763,200909763,2009,Kempten (Allgäu),19729.0,Bayern,BY
9763,201309763,2013,Kempten (Allgäu),21443.0,Bayern,BY
9763,201609763,2016,Kempten (Allgäu),21551.0,Bayern,BY
9764,200209764,2002,Memmingen,19201.0,Bayern,BY
9764,200509764,2005,Memmingen,20786.0,Bayern,BY
9764,200909764,2009,Memmingen,21999.0,Bayern,BY
9764,201309764,2013,Memmingen,25095.0,Bayern,BY
9764,201609764,2016,Memmingen,26941.0,Bayern,BY
9771,200209771,2002,Landkreis Aichach-Friedberg,19318.0,Bayern,BY
9771,200509771,2005,Landkreis Aichach-Friedberg,19985.0,Bayern,BY
9771,200909771,2009,Landkreis Aichach-Friedberg,21205.0,Bayern,BY
9771,201309771,2013,Landkreis Aichach-Friedberg,23727.0,Bayern,BY
9771,201609771,2016,Landkreis Aichach-Friedberg,24748.0,Bayern,BY
9772,200209772,2002,Landkreis Augsburg Land,18500.0,Bayern,BY
9772,200509772,2005,Landkreis Augsburg Land,19437.0,Bayern,BY
9772,200909772,2009,Landkreis Augsburg Land,20736.0,Bayern,BY
9772,201309772,2013,Landkreis Augsburg Land,23000.0,Bayern,BY
9772,201609772,2016,Landkreis Augsburg Land,24043.0,Bayern,BY
9773,200209773,2002,Landkreis Dillingen an der Donau,17561.0,Bayern,BY
9773,200509773,2005,Landkreis Dillingen an der Donau,18661.0,Bayern,BY
9773,200909773,2009,Landkreis Dillingen an der Donau,19662.0,Bayern,BY
9773,201309773,2013,Landkreis Dillingen an der Donau,22129.0,Bayern,BY
9773,201609773,2016,Landkreis Dillingen an der Donau,23162.0,Bayern,BY
9774,200209774,2002,Landkreis Günzburg,16863.0,Bayern,BY
9774,200509774,2005,Landkreis Günzburg,18177.0,Bayern,BY
9774,200909774,2009,Landkreis Günzburg,20743.0,Bayern,BY
9774,201309774,2013,Landkreis Günzburg,22454.0,Bayern,BY
9774,201609774,2016,Landkreis Günzburg,23362.0,Bayern,BY
9775,200209775,2002,Landkreis Neu-Ulm,17863.0,Bayern,BY
9775,200509775,2005,Landkreis Neu-Ulm,19164.0,Bayern,BY
9775,200909775,2009,Landkreis Neu-Ulm,20431.0,Bayern,BY
9775,201309775,2013,Landkreis Neu-Ulm,22223.0,Bayern,BY
9775,201609775,2016,Landkreis Neu-Ulm,23442.0,Bayern,BY
9776,200209776,2002,Landkreis Lindau (Bodensee),18091.0,Bayern,BY
9776,200509776,2005,Landkreis Lindau (Bodensee),19737.0,Bayern,BY
9776,200909776,2009,Landkreis Lindau (Bodensee),20728.0,Bayern,BY
9776,201309776,2013,Landkreis Lindau (Bodensee),23592.0,Bayern,BY
9776,201609776,2016,Landkreis Lindau (Bodensee),24656.0,Bayern,BY
9777,200209777,2002,Landkreis Ostallgäu,16619.0,Bayern,BY
9777,200509777,2005,Landkreis Ostallgäu,18088.0,Bayern,BY
9777,200909777,2009,Landkreis Ostallgäu,19713.0,Bayern,BY
9777,201309777,2013,Landkreis Ostallgäu,22542.0,Bayern,BY
9777,201609777,2016,Landkreis Ostallgäu,23281.0,Bayern,BY
9778,200209778,2002,Landkreis Unterallgäu,17538.0,Bayern,BY
9778,200509778,2005,Landkreis Unterallgäu,19456.0,Bayern,BY
9778,200909778,2009,Landkreis Unterallgäu,21049.0,Bayern,BY
9778,201309778,2013,Landkreis Unterallgäu,23966.0,Bayern,BY
9778,201609778,2016,Landkreis Unterallgäu,24933.0,Bayern,BY
9779,200209779,2002,Landkreis Donau-Ries,17040.0,Bayern,BY
9779,200509779,2005,Landkreis Donau-Ries,19007.0,Bayern,BY
9779,200909779,2009,Landkreis Donau-Ries,20427.0,Bayern,BY
9779,201309779,2013,Landkreis Donau-Ries,22770.0,Bayern,BY
9779,201609779,2016,Landkreis Donau-Ries,24066.0,Bayern,BY
9780,200209780,2002,Landkreis Oberallgäu,17355.0,Bayern,BY
9780,200509780,2005,Landkreis Oberallgäu,18617.0,Bayern,BY
9780,200909780,2009,Landkreis Oberallgäu,20387.0,Bayern,BY
9780,201309780,2013,Landkreis Oberallgäu,22686.0,Bayern,BY
9780,201609780,2016,Landkreis Oberallgäu,23482.0,Bayern,BY
10041,200210041,2002,Regionalverband Saarbrücken,15279.0,Saarland,SL
10041,200510041,2005,Regionalverband Saarbrücken,16469.0,Saarland,SL
10041,200910041,2009,Regionalverband Saarbrücken,17146.0,Saarland,SL
10041,201310041,2013,Regionalverband Saarbrücken,18271.0,Saarland,SL
10041,201610041,2016,Regionalverband Saarbrücken,19737.0,Saarland,SL
10042,200210042,2002,Landkreis Merzig-Wadern,15442.0,Saarland,SL
10042,200510042,2005,Landkreis Merzig-Wadern,16327.0,Saarland,SL
10042,200910042,2009,Landkreis Merzig-Wadern,15823.0,Saarland,SL
10042,201310042,2013,Landkreis Merzig-Wadern,17353.0,Saarland,SL
10042,201610042,2016,Landkreis Merzig-Wadern,19067.0,Saarland,SL
10043,200210043,2002,Landkreis Neunkirchen,15206.0,Saarland,SL
10043,200510043,2005,Landkreis Neunkirchen,16058.0,Saarland,SL
10043,200910043,2009,Landkreis Neunkirchen,17004.0,Saarland,SL
10043,201310043,2013,Landkreis Neunkirchen,18521.0,Saarland,SL
10043,201610043,2016,Landkreis Neunkirchen,20134.0,Saarland,SL
10044,200210044,2002,Landkreis Saarlouis,15106.0,Saarland,SL
10044,200510044,2005,Landkreis Saarlouis,16124.0,Saarland,SL
10044,200910044,2009,Landkreis Saarlouis,17010.0,Saarland,SL
10044,201310044,2013,Landkreis Saarlouis,19234.0,Saarland,SL
10044,201610044,2016,Landkreis Saarlouis,20904.0,Saarland,SL
10045,200210045,2002,Saarpfalz-Kreis,16267.0,Saarland,SL
10045,200510045,2005,Saarpfalz-Kreis,17524.0,Saarland,SL
10045,200910045,2009,Saarpfalz-Kreis,18635.0,Saarland,SL
10045,201310045,2013,Saarpfalz-Kreis,20758.0,Saarland,SL
10045,201610045,2016,Saarpfalz-Kreis,22783.0,Saarland,SL
10046,200210046,2002,Landkreis St. Wendel,19756.0,Saarland,SL
10046,200510046,2005,Landkreis St. Wendel,21576.0,Saarland,SL
10046,200910046,2009,Landkreis St. Wendel,22861.0,Saarland,SL
10046,201310046,2013,Landkreis St. Wendel,23833.0,Saarland,SL
10046,201610046,2016,Landkreis St. Wendel,21353.0,Saarland,SL
12051,200212051,2002,Brandenburg an der Havel,13544.0,Brandenburg,BB
12051,200512051,2005,Brandenburg an der Havel,14049.0,Brandenburg,BB
12051,200912051,2009,Brandenburg an der Havel,15343.0,Brandenburg,BB
12051,201312051,2013,Brandenburg an der Havel,16338.0,Brandenburg,BB
12051,201612051,2016,Brandenburg an der Havel,17609.0,Brandenburg,BB
12052,200212052,2002,Cottbus,14102.0,Brandenburg,BB
12052,200512052,2005,Cottbus,14878.0,Brandenburg,BB
12052,200912052,2009,Cottbus,16264.0,Brandenburg,BB
12052,201312052,2013,Cottbus,18127.0,Brandenburg,BB
12052,201612052,2016,Cottbus,19983.0,Brandenburg,BB
12053,200212053,2002,Frankfurt (Oder),13135.0,Brandenburg,BB
12053,200512053,2005,Frankfurt (Oder),13911.0,Brandenburg,BB
12053,200912053,2009,Frankfurt (Oder),15187.0,Brandenburg,BB
12053,201312053,2013,Frankfurt (Oder),15931.0,Brandenburg,BB
12053,201612053,2016,Frankfurt (Oder),17381.0,Brandenburg,BB
12054,200212054,2002,Potsdam,14824.0,Brandenburg,BB
12054,200512054,2005,Potsdam,16167.0,Brandenburg,BB
12054,200912054,2009,Potsdam,17639.0,Brandenburg,BB
12054,201312054,2013,Potsdam,18570.0,Brandenburg,BB
12054,201612054,2016,Potsdam,19550.0,Brandenburg,BB
12060,200212060,2002,Landkreis Barnim,14878.0,Brandenburg,BB
12060,200512060,2005,Landkreis Barnim,15762.0,Brandenburg,BB
12060,200912060,2009,Landkreis Barnim,17447.0,Brandenburg,BB
12060,201312060,2013,Landkreis Barnim,18555.0,Brandenburg,BB
12060,201612060,2016,Landkreis Barnim,19707.0,Brandenburg,BB
12061,200212061,2002,Landkreis Dahme-Spreewald,15331.0,Brandenburg,BB
12061,200512061,2005,Landkreis Dahme-Spreewald,16126.0,Brandenburg,BB
12061,200912061,2009,Landkreis Dahme-Spreewald,17856.0,Brandenburg,BB
12061,201312061,2013,Landkreis Dahme-Spreewald,18892.0,Brandenburg,BB
12061,201612061,2016,Landkreis Dahme-Spreewald,20068.0,Brandenburg,BB
12062,200212062,2002,Landkreis Elbe-Elster,13179.0,Brandenburg,BB
12062,200512062,2005,Landkreis Elbe-Elster,14126.0,Brandenburg,BB
12062,200912062,2009,Landkreis Elbe-Elster,15480.0,Brandenburg,BB
12062,201312062,2013,Landkreis Elbe-Elster,16850.0,Brandenburg,BB
12062,201612062,2016,Landkreis Elbe-Elster,18189.0,Brandenburg,BB
12063,200212063,2002,Landkreis Havelland,14502.0,Brandenburg,BB
12063,200512063,2005,Landkreis Havelland,15429.0,Brandenburg,BB
12063,200912063,2009,Landkreis Havelland,17360.0,Brandenburg,BB
12063,201312063,2013,Landkreis Havelland,18371.0,Brandenburg,BB
12063,201612063,2016,Landkreis Havelland,19437.0,Brandenburg,BB
12064,200212064,2002,Landkreis Märkisch-Oderland,14433.0,Brandenburg,BB
12064,200512064,2005,Landkreis Märkisch-Oderland,15187.0,Brandenburg,BB
12064,200912064,2009,Landkreis Märkisch-Oderland,16794.0,Brandenburg,BB
12064,201312064,2013,Landkreis Märkisch-Oderland,18183.0,Brandenburg,BB
12064,201612064,2016,Landkreis Märkisch-Oderland,19407.0,Brandenburg,BB
12065,200212065,2002,Landkreis Oberhavel,15208.0,Brandenburg,BB
12065,200512065,2005,Landkreis Oberhavel,16033.0,Brandenburg,BB
12065,200912065,2009,Landkreis Oberhavel,17434.0,Brandenburg,BB
12065,201312065,2013,Landkreis Oberhavel,19539.0,Brandenburg,BB
12065,201612065,2016,Landkreis Oberhavel,20718.0,Brandenburg,BB
12066,200212066,2002,Landkreis Oberspreewald-Lausitz,13559.0,Brandenburg,BB
12066,200512066,2005,Landkreis Oberspreewald-Lausitz,14456.0,Brandenburg,BB
12066,200912066,2009,Landkreis Oberspreewald-Lausitz,15910.0,Brandenburg,BB
12066,201312066,2013,Landkreis Oberspreewald-Lausitz,17188.0,Brandenburg,BB
12066,201612066,2016,Landkreis Oberspreewald-Lausitz,18699.0,Brandenburg,BB
12067,200212067,2002,Landkreis Oder-Spree,13851.0,Brandenburg,BB
12067,200512067,2005,Landkreis Oder-Spree,15134.0,Brandenburg,BB
12067,200912067,2009,Landkreis Oder-Spree,16753.0,Brandenburg,BB
12067,201312067,2013,Landkreis Oder-Spree,18085.0,Brandenburg,BB
12067,201612067,2016,Landkreis Oder-Spree,19188.0,Brandenburg,BB
12068,200212068,2002,Landkreis Ostprignitz-Ruppin,13155.0,Brandenburg,BB
12068,200512068,2005,Landkreis Ostprignitz-Ruppin,14088.0,Brandenburg,BB
12068,200912068,2009,Landkreis Ostprignitz-Ruppin,15605.0,Brandenburg,BB
12068,201312068,2013,Landkreis Ostprignitz-Ruppin,16915.0,Brandenburg,BB
12068,201612068,2016,Landkreis Ostprignitz-Ruppin,17924.0,Brandenburg,BB
12069,200212069,2002,Landkreis Potsdam-Mittelmark,15543.0,Brandenburg,BB
12069,200512069,2005,Landkreis Potsdam-Mittelmark,17080.0,Brandenburg,BB
12069,200912069,2009,Landkreis Potsdam-Mittelmark,19064.0,Brandenburg,BB
12069,201312069,2013,Landkreis Potsdam-Mittelmark,20306.0,Brandenburg,BB
12069,201612069,2016,Landkreis Potsdam-Mittelmark,21746.0,Brandenburg,BB
12070,200212070,2002,Landkreis Prignitz,13140.0,Brandenburg,BB
12070,200512070,2005,Landkreis Prignitz,14364.0,Brandenburg,BB
12070,200912070,2009,Landkreis Prignitz,15856.0,Brandenburg,BB
12070,201312070,2013,Landkreis Prignitz,17323.0,Brandenburg,BB
12070,201612070,2016,Landkreis Prignitz,18335.0,Brandenburg,BB
12071,200212071,2002,Landkreis Spree-Neiße,13521.0,Brandenburg,BB
12071,200512071,2005,Landkreis Spree-Neiße,14632.0,Brandenburg,BB
12071,200912071,2009,Landkreis Spree-Neiße,16347.0,Brandenburg,BB
12071,201312071,2013,Landkreis Spree-Neiße,17616.0,Brandenburg,BB
12071,201612071,2016,Landkreis Spree-Neiße,19252.0,Brandenburg,BB
12072,200212072,2002,Landkreis Teltow-Fläming,14526.0,Brandenburg,BB
12072,200512072,2005,Landkreis Teltow-Fläming,16138.0,Brandenburg,BB
12072,200912072,2009,Landkreis Teltow-Fläming,17792.0,Brandenburg,BB
12072,201312072,2013,Landkreis Teltow-Fläming,18555.0,Brandenburg,BB
12072,201612072,2016,Landkreis Teltow-Fläming,19408.0,Brandenburg,BB
12073,200212073,2002,Landkreis Uckermark,12882.0,Brandenburg,BB
12073,200512073,2005,Landkreis Uckermark,13655.0,Brandenburg,BB
12073,200912073,2009,Landkreis Uckermark,15135.0,Brandenburg,BB
12073,201312073,2013,Landkreis Uckermark,16494.0,Brandenburg,BB
12073,201612073,2016,Landkreis Uckermark,17628.0,Brandenburg,BB
13001,200213001,2002,Greifswald,,Mecklenburg-Vorpommern,MV
13001,200513001,2005,Greifswald,,Mecklenburg-Vorpommern,MV
13001,200913001,2009,Greifswald,,Mecklenburg-Vorpommern,MV
13001,201313001,2013,Greifswald,,Mecklenburg-Vorpommern,MV
13001,201613001,2016,Greifswald,,Mecklenburg-Vorpommern,MV
13002,200213002,2002,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,200513002,2005,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,200913002,2009,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,201313002,2013,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,201613002,2016,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13003,200213003,2002,Rostock,13889.0,Mecklenburg-Vorpommern,MV
13003,200513003,2005,Rostock,14433.0,Mecklenburg-Vorpommern,MV
13003,200913003,2009,Rostock,15774.0,Mecklenburg-Vorpommern,MV
13003,201313003,2013,Rostock,16564.0,Mecklenburg-Vorpommern,MV
13003,201613003,2016,Rostock,17771.0,Mecklenburg-Vorpommern,MV
13004,200213004,2002,Schwerin,14245.0,Mecklenburg-Vorpommern,MV
13004,200513004,2005,Schwerin,14871.0,Mecklenburg-Vorpommern,MV
13004,200913004,2009,Schwerin,16051.0,Mecklenburg-Vorpommern,MV
13004,201313004,2013,Schwerin,17583.0,Mecklenburg-Vorpommern,MV
13004,201613004,2016,Schwerin,18378.0,Mecklenburg-Vorpommern,MV
13005,200213005,2002,Stralsund,,Mecklenburg-Vorpommern,MV
13005,200513005,2005,Stralsund,,Mecklenburg-Vorpommern,MV
13005,200913005,2009,Stralsund,,Mecklenburg-Vorpommern,MV
13005,201313005,2013,Stralsund,,Mecklenburg-Vorpommern,MV
13005,201613005,2016,Stralsund,,Mecklenburg-Vorpommern,MV
13006,200213006,2002,Wismar,,Mecklenburg-Vorpommern,MV
13006,200513006,2005,Wismar,,Mecklenburg-Vorpommern,MV
13006,200913006,2009,Wismar,,Mecklenburg-Vorpommern,MV
13006,201313006,2013,Wismar,,Mecklenburg-Vorpommern,MV
13006,201613006,2016,Wismar,,Mecklenburg-Vorpommern,MV
13051,200213051,2002,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,200513051,2005,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,200913051,2009,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,201313051,2013,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,201613051,2016,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13052,200213052,2002,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,200513052,2005,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,200913052,2009,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,201313052,2013,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,201613052,2016,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13053,200213053,2002,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,200513053,2005,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,200913053,2009,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,201313053,2013,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,201613053,2016,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13054,200213054,2002,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,200513054,2005,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,200913054,2009,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,201313054,2013,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,201613054,2016,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13055,200213055,2002,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,200513055,2005,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,200913055,2009,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,201313055,2013,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,201613055,2016,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13056,200213056,2002,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,200513056,2005,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,200913056,2009,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,201313056,2013,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,201613056,2016,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13057,200213057,2002,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,200513057,2005,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,200913057,2009,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,201313057,2013,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,201613057,2016,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13058,200213058,2002,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,200513058,2005,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,200913058,2009,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,201313058,2013,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,201613058,2016,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13059,200213059,2002,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,200513059,2005,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,200913059,2009,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,201313059,2013,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,201613059,2016,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13060,200213060,2002,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,200513060,2005,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,200913060,2009,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,201313060,2013,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,201613060,2016,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13061,200213061,2002,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,200513061,2005,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,200913061,2009,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,201313061,2013,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,201613061,2016,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13062,200213062,2002,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,200513062,2005,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,200913062,2009,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,201313062,2013,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,201613062,2016,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13071,200213071,2002,Landkreis Mecklenburgische Seenplatte,13292.0,Mecklenburg-Vorpommern,MV
13071,200513071,2005,Landkreis Mecklenburgische Seenplatte,14437.0,Mecklenburg-Vorpommern,MV
13071,200913071,2009,Landkreis Mecklenburgische Seenplatte,15594.0,Mecklenburg-Vorpommern,MV
13071,201313071,2013,Landkreis Mecklenburgische Seenplatte,16889.0,Mecklenburg-Vorpommern,MV
13071,201613071,2016,Landkreis Mecklenburgische Seenplatte,18062.0,Mecklenburg-Vorpommern,MV
13072,200213072,2002,Landkreis Rostock,13393.0,Mecklenburg-Vorpommern,MV
13072,200513072,2005,Landkreis Rostock,14552.0,Mecklenburg-Vorpommern,MV
13072,200913072,2009,Landkreis Rostock,16449.0,Mecklenburg-Vorpommern,MV
13072,201313072,2013,Landkreis Rostock,18173.0,Mecklenburg-Vorpommern,MV
13072,201613072,2016,Landkreis Rostock,19236.0,Mecklenburg-Vorpommern,MV
13073,200213073,2002,Landkreis Vorpommern-Rügen,13108.0,Mecklenburg-Vorpommern,MV
13073,200513073,2005,Landkreis Vorpommern-Rügen,14069.0,Mecklenburg-Vorpommern,MV
13073,200913073,2009,Landkreis Vorpommern-Rügen,15754.0,Mecklenburg-Vorpommern,MV
13073,201313073,2013,Landkreis Vorpommern-Rügen,17092.0,Mecklenburg-Vorpommern,MV
13073,201613073,2016,Landkreis Vorpommern-Rügen,18259.0,Mecklenburg-Vorpommern,MV
13074,200213074,2002,Landkreis Nordwestmecklenburg,13362.0,Mecklenburg-Vorpommern,MV
13074,200513074,2005,Landkreis Nordwestmecklenburg,14270.0,Mecklenburg-Vorpommern,MV
13074,200913074,2009,Landkreis Nordwestmecklenburg,15769.0,Mecklenburg-Vorpommern,MV
