,YearSchluessel,Year,Stadt-/Landkreis,BIP je Arbeitsstunde in EUR,LAND_NAME,LAND_ABK
9575,200909575,2009,Landkreis Neustadt an der Aisch-Bad Windsheim,36.0,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,39.900000000000006,Bayern,BY
9575,201609575,2016,Landkreis Neustadt an der Aisch-Bad Windsheim,43.5,Bayern,BY
9576,200009576,2000,Landkreis Roth,29.6,Bayern,BY
9576,200509576,2005,Landkreis Roth,33.5,Bayern,BY
9576,200909576,2009,Landkreis Roth,37.0,Bayern,BY
9576,201309576,2013,Landkreis Roth,44.1,Bayern,BY
9576,201609576,2016,Landkreis Roth,46.6,Bayern,BY
9577,200009577,2000,Landkreis Weißenburg-Gunzenhausen,30.8,Bayern,BY
9577,200509577,2005,Landkreis Weißenburg-Gunzenhausen,36.6,Bayern,BY
9577,200909577,2009,Landkreis Weißenburg-Gunzenhausen,39.1,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,42.800000000000004,Bayern,BY
9577,201609577,2016,Landkreis Weißenburg-Gunzenhausen,44.900000000000006,Bayern,BY
9661,200009661,2000,Aschaffenburg,35.6,Bayern,BY
9661,200509661,2005,Aschaffenburg,45.400000000000006,Bayern,BY
9661,200909661,2009,Aschaffenburg,45.1,Bayern,BY
9661,201309661,2013,Aschaffenburg,56.2,Bayern,BY
9661,201609661,2016,Aschaffenburg,62.300000000000004,Bayern,BY
9662,200009662,2000,Schweinfurt,36.5,Bayern,BY
9662,200509662,2005,Schweinfurt,46.5,Bayern,BY
9662,200909662,2009,Schweinfurt,42.2,Bayern,BY
9662,201309662,2013,Schweinfurt,52.400000000000006,Bayern,BY
9662,201609662,2016,Schweinfurt,57.1,Bayern,BY
9663,200009663,2000,Würzburg,33.4,Bayern,BY
9663,200509663,2005,Würzburg,36.9,Bayern,BY
9663,200909663,2009,Würzburg,38.300000000000004,Bayern,BY
9663,201309663,2013,Würzburg,45.2,Bayern,BY
9663,201609663,2016,Würzburg,46.5,Bayern,BY
9671,200009671,2000,Landkreis Aschaffenburg (Land),42.400000000000006,Bayern,BY
9671,200509671,2005,Landkreis Aschaffenburg (Land),46.1,Bayern,BY
9671,200909671,2009,Landkreis Aschaffenburg (Land),52.400000000000006,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),52.7,Bayern,BY
9671,201609671,2016,Landkreis Aschaffenburg (Land),56.800000000000004,Bayern,BY
9672,200009672,2000,Landkreis Bad Kissingen,28.8,Bayern,BY
9672,200509672,2005,Landkreis Bad Kissingen,31.700000000000003,Bayern,BY
9672,200909672,2009,Landkreis Bad Kissingen,35.1,Bayern,BY
9672,201309672,2013,Landkreis Bad Kissingen,40.6,Bayern,BY
9672,201609672,2016,Landkreis Bad Kissingen,44.900000000000006,Bayern,BY
9673,200009673,2000,Landkreis Rhön-Grabfeld,32.2,Bayern,BY
9673,200509673,2005,Landkreis Rhön-Grabfeld,37.1,Bayern,BY
9673,200909673,2009,Landkreis Rhön-Grabfeld,39.7,Bayern,BY
9673,201309673,2013,Landkreis Rhön-Grabfeld,44.5,Bayern,BY
9673,201609673,2016,Landkreis Rhön-Grabfeld,51.2,Bayern,BY
9674,200009674,2000,Landkreis Haßberge,32.1,Bayern,BY
9674,200509674,2005,Landkreis Haßberge,35.6,Bayern,BY
9674,200909674,2009,Landkreis Haßberge,37.9,Bayern,BY
9674,201309674,2013,Landkreis Haßberge,45.1,Bayern,BY
9674,201609674,2016,Landkreis Haßberge,47.7,Bayern,BY
9675,200009675,2000,Landkreis Kitzingen,30.0,Bayern,BY
9675,200509675,2005,Landkreis Kitzingen,34.1,Bayern,BY
9675,200909675,2009,Landkreis Kitzingen,37.0,Bayern,BY
9675,201309675,2013,Landkreis Kitzingen,42.800000000000004,Bayern,BY
9675,201609675,2016,Landkreis Kitzingen,48.0,Bayern,BY
9676,200009676,2000,Landkreis Miltenberg,33.1,Bayern,BY
9676,200509676,2005,Landkreis Miltenberg,42.800000000000004,Bayern,BY
9676,200909676,2009,Landkreis Miltenberg,41.5,Bayern,BY
9676,201309676,2013,Landkreis Miltenberg,48.0,Bayern,BY
9676,201609676,2016,Landkreis Miltenberg,53.0,Bayern,BY
9677,200009677,2000,Landkreis Main-Spessart,36.5,Bayern,BY
9677,200509677,2005,Landkreis Main-Spessart,40.400000000000006,Bayern,BY
9677,200909677,2009,Landkreis Main-Spessart,40.5,Bayern,BY
9677,201309677,2013,Landkreis Main-Spessart,48.6,Bayern,BY
9677,201609677,2016,Landkreis Main-Spessart,52.300000000000004,Bayern,BY
9678,200009678,2000,Landkreis Schweinfurt (Land),39.5,Bayern,BY
9678,200509678,2005,Landkreis Schweinfurt (Land),41.6,Bayern,BY
9678,200909678,2009,Landkreis Schweinfurt (Land),48.800000000000004,Bayern,BY
9678,201309678,2013,Landkreis Schweinfurt (Land),53.5,Bayern,BY
9678,201609678,2016,Landkreis Schweinfurt (Land),50.6,Bayern,BY
9679,200009679,2000,Landkreis Würzburg (Land),37.300000000000004,Bayern,BY
9679,200509679,2005,Landkreis Würzburg (Land),45.300000000000004,Bayern,BY
9679,200909679,2009,Landkreis Würzburg (Land),45.1,Bayern,BY
9679,201309679,2013,Landkreis Würzburg (Land),50.7,Bayern,BY
9679,201609679,2016,Landkreis Würzburg (Land),57.7,Bayern,BY
9761,200009761,2000,Augsburg,36.9,Bayern,BY
9761,200509761,2005,Augsburg,41.300000000000004,Bayern,BY
9761,200909761,2009,Augsburg,43.6,Bayern,BY
9761,201309761,2013,Augsburg,48.5,Bayern,BY
9761,201609761,2016,Augsburg,54.5,Bayern,BY
9762,200009762,2000,Kaufbeuren,30.700000000000003,Bayern,BY
9762,200509762,2005,Kaufbeuren,33.300000000000004,Bayern,BY
9762,200909762,2009,Kaufbeuren,37.4,Bayern,BY
9762,201309762,2013,Kaufbeuren,41.5,Bayern,BY
9762,201609762,2016,Kaufbeuren,46.300000000000004,Bayern,BY
9763,200009763,2000,Kempten (Allgäu),32.1,Bayern,BY
9763,200509763,2005,Kempten (Allgäu),37.0,Bayern,BY
9763,200909763,2009,Kempten (Allgäu),39.6,Bayern,BY
9763,201309763,2013,Kempten (Allgäu),50.400000000000006,Bayern,BY
9763,201609763,2016,Kempten (Allgäu),50.900000000000006,Bayern,BY
9764,200009764,2000,Memmingen,32.5,Bayern,BY
9764,200509764,2005,Memmingen,37.800000000000004,Bayern,BY
9764,200909764,2009,Memmingen,39.1,Bayern,BY
9764,201309764,2013,Memmingen,43.400000000000006,Bayern,BY
9764,201609764,2016,Memmingen,47.400000000000006,Bayern,BY
9771,200009771,2000,Landkreis Aichach-Friedberg,31.5,Bayern,BY
9771,200509771,2005,Landkreis Aichach-Friedberg,35.4,Bayern,BY
9771,200909771,2009,Landkreis Aichach-Friedberg,39.5,Bayern,BY
9771,201309771,2013,Landkreis Aichach-Friedberg,44.2,Bayern,BY
9771,201609771,2016,Landkreis Aichach-Friedberg,47.1,Bayern,BY
9772,200009772,2000,Landkreis Augsburg Land,35.0,Bayern,BY
9772,200509772,2005,Landkreis Augsburg Land,43.0,Bayern,BY
9772,200909772,2009,Landkreis Augsburg Land,41.1,Bayern,BY
9772,201309772,2013,Landkreis Augsburg Land,47.400000000000006,Bayern,BY
9772,201609772,2016,Landkreis Augsburg Land,50.0,Bayern,BY
9773,200009773,2000,Landkreis Dillingen an der Donau,30.200000000000003,Bayern,BY
9773,200509773,2005,Landkreis Dillingen an der Donau,34.6,Bayern,BY
9773,200909773,2009,Landkreis Dillingen an der Donau,40.400000000000006,Bayern,BY
9773,201309773,2013,Landkreis Dillingen an der Donau,45.6,Bayern,BY
9773,201609773,2016,Landkreis Dillingen an der Donau,49.2,Bayern,BY
9774,200009774,2000,Landkreis Günzburg,39.300000000000004,Bayern,BY
9774,200509774,2005,Landkreis Günzburg,43.900000000000006,Bayern,BY
9774,200909774,2009,Landkreis Günzburg,50.2,Bayern,BY
9774,201309774,2013,Landkreis Günzburg,52.7,Bayern,BY
9774,201609774,2016,Landkreis Günzburg,55.900000000000006,Bayern,BY
9775,200009775,2000,Landkreis Neu-Ulm,35.0,Bayern,BY
9775,200509775,2005,Landkreis Neu-Ulm,41.400000000000006,Bayern,BY
9775,200909775,2009,Landkreis Neu-Ulm,41.800000000000004,Bayern,BY
9775,201309775,2013,Landkreis Neu-Ulm,49.0,Bayern,BY
9775,201609775,2016,Landkreis Neu-Ulm,51.7,Bayern,BY
9776,200009776,2000,Landkreis Lindau (Bodensee),31.700000000000003,Bayern,BY
9776,200509776,2005,Landkreis Lindau (Bodensee),35.0,Bayern,BY
9776,200909776,2009,Landkreis Lindau (Bodensee),37.5,Bayern,BY
9776,201309776,2013,Landkreis Lindau (Bodensee),44.900000000000006,Bayern,BY
9776,201609776,2016,Landkreis Lindau (Bodensee),48.6,Bayern,BY
9777,200009777,2000,Landkreis Ostallgäu,31.3,Bayern,BY
9777,200509777,2005,Landkreis Ostallgäu,35.6,Bayern,BY
9777,200909777,2009,Landkreis Ostallgäu,37.800000000000004,Bayern,BY
9777,201309777,2013,Landkreis Ostallgäu,45.400000000000006,Bayern,BY
9777,201609777,2016,Landkreis Ostallgäu,48.400000000000006,Bayern,BY
9778,200009778,2000,Landkreis Unterallgäu,29.900000000000002,Bayern,BY
9778,200509778,2005,Landkreis Unterallgäu,36.1,Bayern,BY
9778,200909778,2009,Landkreis Unterallgäu,38.7,Bayern,BY
9778,201309778,2013,Landkreis Unterallgäu,47.300000000000004,Bayern,BY
9778,201609778,2016,Landkreis Unterallgäu,52.2,Bayern,BY
9779,200009779,2000,Landkreis Donau-Ries,32.800000000000004,Bayern,BY
9779,200509779,2005,Landkreis Donau-Ries,40.2,Bayern,BY
9779,200909779,2009,Landkreis Donau-Ries,45.800000000000004,Bayern,BY
9779,201309779,2013,Landkreis Donau-Ries,52.400000000000006,Bayern,BY
9779,201609779,2016,Landkreis Donau-Ries,57.400000000000006,Bayern,BY
9780,200009780,2000,Landkreis Oberallgäu,28.6,Bayern,BY
9780,200509780,2005,Landkreis Oberallgäu,33.6,Bayern,BY
9780,200909780,2009,Landkreis Oberallgäu,36.1,Bayern,BY
9780,201309780,2013,Landkreis Oberallgäu,41.900000000000006,Bayern,BY
9780,201609780,2016,Landkreis Oberallgäu,44.5,Bayern,BY
10041,200010041,2000,Regionalverband Saarbrücken,33.6,Saarland,SL
10041,200510041,2005,Regionalverband Saarbrücken,39.7,Saarland,SL
10041,200910041,2009,Regionalverband Saarbrücken,41.1,Saarland,SL
10041,201310041,2013,Regionalverband Saarbrücken,49.0,Saarland,SL
10041,201610041,2016,Regionalverband Saarbrücken,49.900000000000006,Saarland,SL
10042,200010042,2000,Landkreis Merzig-Wadern,32.6,Saarland,SL
10042,200510042,2005,Landkreis Merzig-Wadern,37.1,Saarland,SL
10042,200910042,2009,Landkreis Merzig-Wadern,41.0,Saarland,SL
10042,201310042,2013,Landkreis Merzig-Wadern,43.0,Saarland,SL
10042,201610042,2016,Landkreis Merzig-Wadern,45.7,Saarland,SL
10043,200010043,2000,Landkreis Neunkirchen,34.2,Saarland,SL
10043,200510043,2005,Landkreis Neunkirchen,38.2,Saarland,SL
10043,200910043,2009,Landkreis Neunkirchen,37.5,Saarland,SL
10043,201310043,2013,Landkreis Neunkirchen,40.800000000000004,Saarland,SL
10043,201610043,2016,Landkreis Neunkirchen,46.300000000000004,Saarland,SL
10044,200010044,2000,Landkreis Saarlouis,33.800000000000004,Saarland,SL
10044,200510044,2005,Landkreis Saarlouis,40.0,Saarland,SL
10044,200910044,2009,Landkreis Saarlouis,44.2,Saarland,SL
10044,201310044,2013,Landkreis Saarlouis,45.6,Saarland,SL
10044,201610044,2016,Landkreis Saarlouis,53.2,Saarland,SL
10045,200010045,2000,Saarpfalz-Kreis,37.1,Saarland,SL
10045,200510045,2005,Saarpfalz-Kreis,41.7,Saarland,SL
10045,200910045,2009,Saarpfalz-Kreis,41.400000000000006,Saarland,SL
10045,201310045,2013,Saarpfalz-Kreis,47.6,Saarland,SL
10045,201610045,2016,Saarpfalz-Kreis,49.900000000000006,Saarland,SL
10046,200010046,2000,Landkreis St. Wendel,41.0,Saarland,SL
10046,200510046,2005,Landkreis St. Wendel,42.0,Saarland,SL
10046,200910046,2009,Landkreis St. Wendel,43.6,Saarland,SL
10046,201310046,2013,Landkreis St. Wendel,47.1,Saarland,SL
10046,201610046,2016,Landkreis St. Wendel,47.1,Saarland,SL
12051,200012051,2000,Brandenburg an der Havel,25.0,Brandenburg,BB
12051,200512051,2005,Brandenburg an der Havel,28.900000000000002,Brandenburg,BB
12051,200912051,2009,Brandenburg an der Havel,31.200000000000003,Brandenburg,BB
12051,201312051,2013,Brandenburg an der Havel,36.300000000000004,Brandenburg,BB
12051,201612051,2016,Brandenburg an der Havel,39.7,Brandenburg,BB
12052,200012052,2000,Cottbus,22.700000000000003,Brandenburg,BB
12052,200512052,2005,Cottbus,26.400000000000002,Brandenburg,BB
12052,200912052,2009,Cottbus,28.6,Brandenburg,BB
12052,201312052,2013,Cottbus,34.800000000000004,Brandenburg,BB
12052,201612052,2016,Cottbus,38.1,Brandenburg,BB
12053,200012053,2000,Frankfurt (Oder),24.200000000000003,Brandenburg,BB
12053,200512053,2005,Frankfurt (Oder),27.200000000000003,Brandenburg,BB
12053,200912053,2009,Frankfurt (Oder),32.0,Brandenburg,BB
12053,201312053,2013,Frankfurt (Oder),35.300000000000004,Brandenburg,BB
12053,201612053,2016,Frankfurt (Oder),38.300000000000004,Brandenburg,BB
12054,200012054,2000,Potsdam,27.5,Brandenburg,BB
12054,200512054,2005,Potsdam,29.1,Brandenburg,BB
12054,200912054,2009,Potsdam,31.6,Brandenburg,BB
12054,201312054,2013,Potsdam,38.7,Brandenburg,BB
12054,201612054,2016,Potsdam,43.0,Brandenburg,BB
12060,200012060,2000,Landkreis Barnim,23.1,Brandenburg,BB
12060,200512060,2005,Landkreis Barnim,26.200000000000003,Brandenburg,BB
12060,200912060,2009,Landkreis Barnim,29.200000000000003,Brandenburg,BB
12060,201312060,2013,Landkreis Barnim,35.300000000000004,Brandenburg,BB
12060,201612060,2016,Landkreis Barnim,39.1,Brandenburg,BB
12061,200012061,2000,Landkreis Dahme-Spreewald,28.1,Brandenburg,BB
12061,200512061,2005,Landkreis Dahme-Spreewald,34.5,Brandenburg,BB
12061,200912061,2009,Landkreis Dahme-Spreewald,44.0,Brandenburg,BB
12061,201312061,2013,Landkreis Dahme-Spreewald,49.2,Brandenburg,BB
12061,201612061,2016,Landkreis Dahme-Spreewald,48.1,Brandenburg,BB
12062,200012062,2000,Landkreis Elbe-Elster,21.6,Brandenburg,BB
12062,200512062,2005,Landkreis Elbe-Elster,26.200000000000003,Brandenburg,BB
12062,200912062,2009,Landkreis Elbe-Elster,29.400000000000002,Brandenburg,BB
12062,201312062,2013,Landkreis Elbe-Elster,35.7,Brandenburg,BB
12062,201612062,2016,Landkreis Elbe-Elster,37.7,Brandenburg,BB
12063,200012063,2000,Landkreis Havelland,23.1,Brandenburg,BB
12063,200512063,2005,Landkreis Havelland,27.8,Brandenburg,BB
12063,200912063,2009,Landkreis Havelland,28.700000000000003,Brandenburg,BB
12063,201312063,2013,Landkreis Havelland,34.1,Brandenburg,BB
12063,201612063,2016,Landkreis Havelland,37.6,Brandenburg,BB
12064,200012064,2000,Landkreis Märkisch-Oderland,24.3,Brandenburg,BB
12064,200512064,2005,Landkreis Märkisch-Oderland,28.700000000000003,Brandenburg,BB
12064,200912064,2009,Landkreis Märkisch-Oderland,30.700000000000003,Brandenburg,BB
12064,201312064,2013,Landkreis Märkisch-Oderland,36.2,Brandenburg,BB
12064,201612064,2016,Landkreis Märkisch-Oderland,38.900000000000006,Brandenburg,BB
12065,200012065,2000,Landkreis Oberhavel,25.5,Brandenburg,BB
12065,200512065,2005,Landkreis Oberhavel,34.7,Brandenburg,BB
12065,200912065,2009,Landkreis Oberhavel,36.300000000000004,Brandenburg,BB
12065,201312065,2013,Landkreis Oberhavel,44.0,Brandenburg,BB
12065,201612065,2016,Landkreis Oberhavel,49.0,Brandenburg,BB
12066,200012066,2000,Landkreis Oberspreewald-Lausitz,24.0,Brandenburg,BB
12066,200512066,2005,Landkreis Oberspreewald-Lausitz,29.3,Brandenburg,BB
12066,200912066,2009,Landkreis Oberspreewald-Lausitz,30.6,Brandenburg,BB
12066,201312066,2013,Landkreis Oberspreewald-Lausitz,35.7,Brandenburg,BB
12066,201612066,2016,Landkreis Oberspreewald-Lausitz,41.1,Brandenburg,BB
12067,200012067,2000,Landkreis Oder-Spree,27.200000000000003,Brandenburg,BB
12067,200512067,2005,Landkreis Oder-Spree,32.0,Brandenburg,BB
12067,200912067,2009,Landkreis Oder-Spree,32.6,Brandenburg,BB
12067,201312067,2013,Landkreis Oder-Spree,38.0,Brandenburg,BB
12067,201612067,2016,Landkreis Oder-Spree,41.0,Brandenburg,BB
12068,200012068,2000,Landkreis Ostprignitz-Ruppin,22.5,Brandenburg,BB
12068,200512068,2005,Landkreis Ostprignitz-Ruppin,25.8,Brandenburg,BB
12068,200912068,2009,Landkreis Ostprignitz-Ruppin,28.200000000000003,Brandenburg,BB
12068,201312068,2013,Landkreis Ostprignitz-Ruppin,33.9,Brandenburg,BB
12068,201612068,2016,Landkreis Ostprignitz-Ruppin,37.1,Brandenburg,BB
12069,200012069,2000,Landkreis Potsdam-Mittelmark,24.1,Brandenburg,BB
12069,200512069,2005,Landkreis Potsdam-Mittelmark,27.8,Brandenburg,BB
12069,200912069,2009,Landkreis Potsdam-Mittelmark,29.8,Brandenburg,BB
12069,201312069,2013,Landkreis Potsdam-Mittelmark,38.300000000000004,Brandenburg,BB
12069,201612069,2016,Landkreis Potsdam-Mittelmark,41.2,Brandenburg,BB
12070,200012070,2000,Landkreis Prignitz,23.1,Brandenburg,BB
12070,200512070,2005,Landkreis Prignitz,28.3,Brandenburg,BB
12070,200912070,2009,Landkreis Prignitz,28.900000000000002,Brandenburg,BB
12070,201312070,2013,Landkreis Prignitz,36.0,Brandenburg,BB
12070,201612070,2016,Landkreis Prignitz,37.9,Brandenburg,BB
12071,200012071,2000,Landkreis Spree-Neiße,31.3,Brandenburg,BB
12071,200512071,2005,Landkreis Spree-Neiße,35.800000000000004,Brandenburg,BB
12071,200912071,2009,Landkreis Spree-Neiße,53.6,Brandenburg,BB
12071,201312071,2013,Landkreis Spree-Neiße,56.900000000000006,Brandenburg,BB
12071,201612071,2016,Landkreis Spree-Neiße,55.300000000000004,Brandenburg,BB
12072,200012072,2000,Landkreis Teltow-Fläming,33.300000000000004,Brandenburg,BB
12072,200512072,2005,Landkreis Teltow-Fläming,42.5,Brandenburg,BB
12072,200912072,2009,Landkreis Teltow-Fläming,32.0,Brandenburg,BB
12072,201312072,2013,Landkreis Teltow-Fläming,45.2,Brandenburg,BB
12072,201612072,2016,Landkreis Teltow-Fläming,50.400000000000006,Brandenburg,BB
12073,200012073,2000,Landkreis Uckermark,29.200000000000003,Brandenburg,BB
12073,200512073,2005,Landkreis Uckermark,34.6,Brandenburg,BB
12073,200912073,2009,Landkreis Uckermark,33.2,Brandenburg,BB
12073,201312073,2013,Landkreis Uckermark,42.7,Brandenburg,BB
12073,201612073,2016,Landkreis Uckermark,45.7,Brandenburg,BB
13001,200013001,2000,Greifswald,,Mecklenburg-Vorpommern,MV
13001,200513001,2005,Greifswald,,Mecklenburg-Vorpommern,MV
13001,200913001,2009,Greifswald,,Mecklenburg-Vorpommern,MV
13001,201313001,2013,Greifswald,,Mecklenburg-Vorpommern,MV
13001,201613001,2016,Greifswald,,Mecklenburg-Vorpommern,MV
13002,200013002,2000,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,200513002,2005,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,200913002,2009,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,201313002,2013,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,201613002,2016,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13003,200013003,2000,Rostock,29.5,Mecklenburg-Vorpommern,MV
13003,200513003,2005,Rostock,33.2,Mecklenburg-Vorpommern,MV
13003,200913003,2009,Rostock,35.2,Mecklenburg-Vorpommern,MV
13003,201313003,2013,Rostock,43.400000000000006,Mecklenburg-Vorpommern,MV
13003,201613003,2016,Rostock,44.800000000000004,Mecklenburg-Vorpommern,MV
13004,200013004,2000,Schwerin,23.0,Mecklenburg-Vorpommern,MV
13004,200513004,2005,Schwerin,27.700000000000003,Mecklenburg-Vorpommern,MV
13004,200913004,2009,Schwerin,29.5,Mecklenburg-Vorpommern,MV
13004,201313004,2013,Schwerin,35.800000000000004,Mecklenburg-Vorpommern,MV
13004,201613004,2016,Schwerin,38.800000000000004,Mecklenburg-Vorpommern,MV
13005,200013005,2000,Stralsund,,Mecklenburg-Vorpommern,MV
13005,200513005,2005,Stralsund,,Mecklenburg-Vorpommern,MV
13005,200913005,2009,Stralsund,,Mecklenburg-Vorpommern,MV
13005,201313005,2013,Stralsund,,Mecklenburg-Vorpommern,MV
13005,201613005,2016,Stralsund,,Mecklenburg-Vorpommern,MV
13006,200013006,2000,Wismar,,Mecklenburg-Vorpommern,MV
13006,200513006,2005,Wismar,,Mecklenburg-Vorpommern,MV
13006,200913006,2009,Wismar,,Mecklenburg-Vorpommern,MV
13006,201313006,2013,Wismar,,Mecklenburg-Vorpommern,MV
13006,201613006,2016,Wismar,,Mecklenburg-Vorpommern,MV
13051,200013051,2000,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,200513051,2005,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,200913051,2009,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,201313051,2013,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,201613051,2016,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13052,200013052,2000,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,200513052,2005,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,200913052,2009,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,201313052,2013,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,201613052,2016,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13053,200013053,2000,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,200513053,2005,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,200913053,2009,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,201313053,2013,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,201613053,2016,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13054,200013054,2000,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,200513054,2005,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,200913054,2009,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,201313054,2013,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,201613054,2016,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13055,200013055,2000,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,200513055,2005,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,200913055,2009,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,201313055,2013,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,201613055,2016,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13056,200013056,2000,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,200513056,2005,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,200913056,2009,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,201313056,2013,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,201613056,2016,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13057,200013057,2000,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,200513057,2005,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,200913057,2009,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,201313057,2013,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,201613057,2016,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13058,200013058,2000,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,200513058,2005,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,200913058,2009,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,201313058,2013,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,201613058,2016,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13059,200013059,2000,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,200513059,2005,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,200913059,2009,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,201313059,2013,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,201613059,2016,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13060,200013060,2000,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,200513060,2005,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,200913060,2009,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,201313060,2013,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,201613060,2016,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13061,200013061,2000,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,200513061,2005,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,200913061,2009,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,201313061,2013,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,201613061,2016,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13062,200013062,2000,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,200513062,2005,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,200913062,2009,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,201313062,2013,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,201613062,2016,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13071,200013071,2000,Landkreis Mecklenburgische Seenplatte,24.6,Mecklenburg-Vorpommern,MV
13071,200513071,2005,Landkreis Mecklenburgische Seenplatte,28.6,Mecklenburg-Vorpommern,MV
13071,200913071,2009,Landkreis Mecklenburgische Seenplatte,30.5,Mecklenburg-Vorpommern,MV
13071,201313071,2013,Landkreis Mecklenburgische Seenplatte,35.4,Mecklenburg-Vorpommern,MV
13071,201613071,2016,Landkreis Mecklenburgische Seenplatte,38.0,Mecklenburg-Vorpommern,MV
13072,200013072,2000,Landkreis Rostock,25.8,Mecklenburg-Vorpommern,MV
13072,200513072,2005,Landkreis Rostock,28.700000000000003,Mecklenburg-Vorpommern,MV
13072,200913072,2009,Landkreis Rostock,30.6,Mecklenburg-Vorpommern,MV
13072,201313072,2013,Landkreis Rostock,37.0,Mecklenburg-Vorpommern,MV
13072,201613072,2016,Landkreis Rostock,38.7,Mecklenburg-Vorpommern,MV
13073,200013073,2000,Landkreis Vorpommern-Rügen,22.6,Mecklenburg-Vorpommern,MV
13073,200513073,2005,Landkreis Vorpommern-Rügen,25.8,Mecklenburg-Vorpommern,MV
13073,200913073,2009,Landkreis Vorpommern-Rügen,28.6,Mecklenburg-Vorpommern,MV
