,YearSchluessel,Year,Stadt-/Landkreis,BIP je Erwerbstätigen in EUR,Veränderung des BIP zum Vorjahr in %,BIP je Einwohner in EUR,LAND_NAME,LAND_ABK
9565,200909565,2009,Schwabach,55928.0,-3.4000000000000004,29302.0,Bayern,BY
9565,201309565,2013,Schwabach,59637.0,2.2,32138.0,Bayern,BY
9565,201609565,2016,Schwabach,61253.0,1.1,34015.0,Bayern,BY
9571,200009571,2000,Landkreis Ansbach (Land),44839.0,,18625.0,Bayern,BY
9571,200509571,2005,Landkreis Ansbach (Land),50633.0,1.0,20365.0,Bayern,BY
9571,200909571,2009,Landkreis Ansbach (Land),53533.0,1.0,23003.0,Bayern,BY
9571,201309571,2013,Landkreis Ansbach (Land),61079.0,3.9000000000000004,27704.0,Bayern,BY
9571,201609571,2016,Landkreis Ansbach (Land),64177.0,4.3,29166.0,Bayern,BY
9572,200009572,2000,Landkreis Erlangen-Höchstadt,57631.0,,21257.0,Bayern,BY
9572,200509572,2005,Landkreis Erlangen-Höchstadt,60785.0,6.300000000000001,23958.0,Bayern,BY
9572,200909572,2009,Landkreis Erlangen-Höchstadt,56541.0,-2.9000000000000004,24215.0,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,67936.0,4.0,30345.0,Bayern,BY
9572,201609572,2016,Landkreis Erlangen-Höchstadt,72991.0,4.6000000000000005,34900.0,Bayern,BY
9573,200009573,2000,Landkreis Fürth (Land),49748.0,,14692.0,Bayern,BY
9573,200509573,2005,Landkreis Fürth (Land),55755.0,3.1,16144.0,Bayern,BY
9573,200909573,2009,Landkreis Fürth (Land),61800.0,-4.6000000000000005,18208.0,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),66928.0,0.9,20637.0,Bayern,BY
9573,201609573,2016,Landkreis Fürth (Land),72809.0,1.9000000000000001,22487.0,Bayern,BY
9574,200009574,2000,Landkreis Nürnberger Land,51311.0,,20351.0,Bayern,BY
9574,200509574,2005,Landkreis Nürnberger Land,55016.0,5.0,21705.0,Bayern,BY
9574,200909574,2009,Landkreis Nürnberger Land,57159.0,-4.6000000000000005,24121.0,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,65357.0,2.5,28560.0,Bayern,BY
9574,201609574,2016,Landkreis Nürnberger Land,68723.0,1.2000000000000002,30845.0,Bayern,BY
9575,200009575,2000,Landkreis Neustadt an der Aisch-Bad Windsheim,44755.0,,18357.0,Bayern,BY
9575,200509575,2005,Landkreis Neustadt an der Aisch-Bad Windsheim,46019.0,0.2,18394.0,Bayern,BY
9575,200909575,2009,Landkreis Neustadt an der Aisch-Bad Windsheim,47872.0,-2.0,20740.0,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,54136.0,3.6,24663.0,Bayern,BY
9575,201609575,2016,Landkreis Neustadt an der Aisch-Bad Windsheim,58821.0,4.2,27243.0,Bayern,BY
9576,200009576,2000,Landkreis Roth,43515.0,,17145.0,Bayern,BY
9576,200509576,2005,Landkreis Roth,48213.0,0.7000000000000001,18729.0,Bayern,BY
9576,200909576,2009,Landkreis Roth,51280.0,-0.30000000000000004,20923.0,Bayern,BY
9576,201309576,2013,Landkreis Roth,60608.0,3.2,25661.0,Bayern,BY
9576,201609576,2016,Landkreis Roth,63370.0,5.0,27295.0,Bayern,BY
9577,200009577,2000,Landkreis Weißenburg-Gunzenhausen,44157.0,,19857.0,Bayern,BY
9577,200509577,2005,Landkreis Weißenburg-Gunzenhausen,50299.0,-2.5,21464.0,Bayern,BY
9577,200909577,2009,Landkreis Weißenburg-Gunzenhausen,51933.0,-2.2,23097.0,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,58107.0,4.5,27641.0,Bayern,BY
9577,201609577,2016,Landkreis Weißenburg-Gunzenhausen,60629.0,1.7000000000000002,29405.0,Bayern,BY
9661,200009661,2000,Aschaffenburg,53530.0,,43995.0,Bayern,BY
9661,200509661,2005,Aschaffenburg,67674.0,10.3,55822.0,Bayern,BY
9661,200909661,2009,Aschaffenburg,65850.0,-3.5,58931.0,Bayern,BY
9661,201309661,2013,Aschaffenburg,75955.0,-2.3000000000000003,69382.0,Bayern,BY
9661,201609661,2016,Aschaffenburg,84033.0,5.800000000000001,74152.0,Bayern,BY
9662,200009662,2000,Schweinfurt,52564.0,,57291.0,Bayern,BY
9662,200509662,2005,Schweinfurt,66127.0,8.700000000000001,75338.0,Bayern,BY
9662,200909662,2009,Schweinfurt,57875.0,-13.8,68001.0,Bayern,BY
9662,201309662,2013,Schweinfurt,72164.0,-0.2,91351.0,Bayern,BY
9662,201609662,2016,Schweinfurt,78609.0,5.1000000000000005,98641.0,Bayern,BY
9663,200009663,2000,Würzburg,47597.0,,43353.0,Bayern,BY
9663,200509663,2005,Würzburg,52273.0,1.6,44089.0,Bayern,BY
9663,200909663,2009,Würzburg,52508.0,-0.4,47141.0,Bayern,BY
9663,201309663,2013,Würzburg,59220.0,4.5,56288.0,Bayern,BY
9663,201609663,2016,Würzburg,60661.0,0.2,59404.0,Bayern,BY
9671,200009671,2000,Landkreis Aschaffenburg (Land),60203.0,,23871.0,Bayern,BY
9671,200509671,2005,Landkreis Aschaffenburg (Land),63983.0,0.2,24975.0,Bayern,BY
9671,200909671,2009,Landkreis Aschaffenburg (Land),67033.0,-5.6000000000000005,27147.0,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),70937.0,2.1,29261.0,Bayern,BY
9671,201609671,2016,Landkreis Aschaffenburg (Land),75722.0,5.6000000000000005,30958.0,Bayern,BY
9672,200009672,2000,Landkreis Bad Kissingen,40530.0,,20130.0,Bayern,BY
9672,200509672,2005,Landkreis Bad Kissingen,43061.0,0.4,20743.0,Bayern,BY
9672,200909672,2009,Landkreis Bad Kissingen,45728.0,-2.1,22587.0,Bayern,BY
9672,201309672,2013,Landkreis Bad Kissingen,54444.0,5.4,27474.0,Bayern,BY
9672,201609672,2016,Landkreis Bad Kissingen,59769.0,2.8000000000000003,31446.0,Bayern,BY
9673,200009673,2000,Landkreis Rhön-Grabfeld,47242.0,,21852.0,Bayern,BY
9673,200509673,2005,Landkreis Rhön-Grabfeld,52606.0,-0.5,24191.0,Bayern,BY
9673,200909673,2009,Landkreis Rhön-Grabfeld,53981.0,0.1,26605.0,Bayern,BY
9673,201309673,2013,Landkreis Rhön-Grabfeld,60103.0,0.6000000000000001,31552.0,Bayern,BY
9673,201609673,2016,Landkreis Rhön-Grabfeld,68899.0,5.300000000000001,36762.0,Bayern,BY
9674,200009674,2000,Landkreis Haßberge,45382.0,,20870.0,Bayern,BY
9674,200509674,2005,Landkreis Haßberge,47466.0,-0.2,21173.0,Bayern,BY
9674,200909674,2009,Landkreis Haßberge,48269.0,-2.1,22474.0,Bayern,BY
9674,201309674,2013,Landkreis Haßberge,58857.0,5.0,27372.0,Bayern,BY
9674,201609674,2016,Landkreis Haßberge,62066.0,4.3,29720.0,Bayern,BY
9675,200009675,2000,Landkreis Kitzingen,43395.0,,20353.0,Bayern,BY
9675,200509675,2005,Landkreis Kitzingen,48193.0,2.0,22613.0,Bayern,BY
9675,200909675,2009,Landkreis Kitzingen,50703.0,-2.8000000000000003,25460.0,Bayern,BY
9675,201309675,2013,Landkreis Kitzingen,58053.0,3.4000000000000004,29482.0,Bayern,BY
9675,201609675,2016,Landkreis Kitzingen,64958.0,6.7,33331.0,Bayern,BY
9676,200009676,2000,Landkreis Miltenberg,47643.0,,20238.0,Bayern,BY
9676,200509676,2005,Landkreis Miltenberg,59462.0,4.3,23943.0,Bayern,BY
9676,200909676,2009,Landkreis Miltenberg,54505.0,-4.6000000000000005,23987.0,Bayern,BY
9676,201309676,2013,Landkreis Miltenberg,63913.0,1.5,29480.0,Bayern,BY
9676,201609676,2016,Landkreis Miltenberg,70165.0,4.800000000000001,32714.0,Bayern,BY
9677,200009677,2000,Landkreis Main-Spessart,52780.0,,22996.0,Bayern,BY
9677,200509677,2005,Landkreis Main-Spessart,56741.0,2.7,24706.0,Bayern,BY
9677,200909677,2009,Landkreis Main-Spessart,54101.0,-7.9,25522.0,Bayern,BY
9677,201309677,2013,Landkreis Main-Spessart,65131.0,0.0,31254.0,Bayern,BY
9677,201609677,2016,Landkreis Main-Spessart,69418.0,5.7,34200.0,Bayern,BY
9678,200009678,2000,Landkreis Schweinfurt (Land),56354.0,,15378.0,Bayern,BY
9678,200509678,2005,Landkreis Schweinfurt (Land),56846.0,2.8000000000000003,15718.0,Bayern,BY
9678,200909678,2009,Landkreis Schweinfurt (Land),65032.0,-0.4,19279.0,Bayern,BY
9678,201309678,2013,Landkreis Schweinfurt (Land),71576.0,6.9,22128.0,Bayern,BY
9678,201609678,2016,Landkreis Schweinfurt (Land),67472.0,0.5,21036.0,Bayern,BY
9679,200009679,2000,Landkreis Würzburg (Land),53451.0,,16610.0,Bayern,BY
9679,200509679,2005,Landkreis Würzburg (Land),61827.0,3.2,20321.0,Bayern,BY
9679,200909679,2009,Landkreis Würzburg (Land),60882.0,-7.5,20680.0,Bayern,BY
9679,201309679,2013,Landkreis Würzburg (Land),68143.0,1.6,23719.0,Bayern,BY
9679,201609679,2016,Landkreis Würzburg (Land),76554.0,3.1,27051.0,Bayern,BY
9761,200009761,2000,Augsburg,54701.0,,37569.0,Bayern,BY
9761,200509761,2005,Augsburg,60167.0,0.30000000000000004,39772.0,Bayern,BY
9761,200909761,2009,Augsburg,60346.0,-5.5,40364.0,Bayern,BY
9761,201309761,2013,Augsburg,64415.0,-0.5,44435.0,Bayern,BY
9761,201609761,2016,Augsburg,72062.0,2.6,48824.0,Bayern,BY
9762,200009762,2000,Kaufbeuren,42266.0,,26850.0,Bayern,BY
9762,200509762,2005,Kaufbeuren,44799.0,0.8,26823.0,Bayern,BY
9762,200909762,2009,Kaufbeuren,48275.0,1.1,29230.0,Bayern,BY
9762,201309762,2013,Kaufbeuren,55419.0,0.1,32550.0,Bayern,BY
9762,201609762,2016,Kaufbeuren,61862.0,5.0,36296.0,Bayern,BY
9763,200009763,2000,Kempten (Allgäu),47154.0,,33044.0,Bayern,BY
9763,200509763,2005,Kempten (Allgäu),53871.0,0.30000000000000004,38368.0,Bayern,BY
9763,200909763,2009,Kempten (Allgäu),55182.0,-4.1000000000000005,40879.0,Bayern,BY
9763,201309763,2013,Kempten (Allgäu),67131.0,6.300000000000001,53558.0,Bayern,BY
9763,201609763,2016,Kempten (Allgäu),67506.0,-0.2,53401.0,Bayern,BY
9764,200009764,2000,Memmingen,45480.0,,37337.0,Bayern,BY
9764,200509764,2005,Memmingen,53896.0,2.8000000000000003,42870.0,Bayern,BY
9764,200909764,2009,Memmingen,52981.0,-5.1000000000000005,46585.0,Bayern,BY
9764,201309764,2013,Memmingen,59280.0,0.6000000000000001,54179.0,Bayern,BY
9764,201609764,2016,Memmingen,64494.0,0.7000000000000001,57281.0,Bayern,BY
9771,200009771,2000,Landkreis Aichach-Friedberg,46394.0,,19110.0,Bayern,BY
9771,200509771,2005,Landkreis Aichach-Friedberg,50477.0,0.30000000000000004,19962.0,Bayern,BY
9771,200909771,2009,Landkreis Aichach-Friedberg,53852.0,1.8,22594.0,Bayern,BY
9771,201309771,2013,Landkreis Aichach-Friedberg,59715.0,2.1,24058.0,Bayern,BY
9771,201609771,2016,Landkreis Aichach-Friedberg,63131.0,3.5,26002.0,Bayern,BY
9772,200009772,2000,Landkreis Augsburg Land,50524.0,,18472.0,Bayern,BY
9772,200509772,2005,Landkreis Augsburg Land,58756.0,3.8000000000000003,21699.0,Bayern,BY
9772,200909772,2009,Landkreis Augsburg Land,55225.0,-4.1000000000000005,21447.0,Bayern,BY
9772,201309772,2013,Landkreis Augsburg Land,64202.0,1.3,26556.0,Bayern,BY
9772,201609772,2016,Landkreis Augsburg Land,67568.0,4.0,28559.0,Bayern,BY
9773,200009773,2000,Landkreis Dillingen an der Donau,44084.0,,19516.0,Bayern,BY
9773,200509773,2005,Landkreis Dillingen an der Donau,48288.0,1.7000000000000002,20328.0,Bayern,BY
9773,200909773,2009,Landkreis Dillingen an der Donau,54367.0,2.2,24274.0,Bayern,BY
9773,201309773,2013,Landkreis Dillingen an der Donau,61653.0,7.9,29616.0,Bayern,BY
9773,201609773,2016,Landkreis Dillingen an der Donau,66648.0,1.7000000000000002,32542.0,Bayern,BY
9774,200009774,2000,Landkreis Günzburg,57212.0,,28109.0,Bayern,BY
9774,200509774,2005,Landkreis Günzburg,62360.0,4.2,30555.0,Bayern,BY
9774,200909774,2009,Landkreis Günzburg,69337.0,-2.7,35637.0,Bayern,BY
9774,201309774,2013,Landkreis Günzburg,71932.0,0.2,39382.0,Bayern,BY
9774,201609774,2016,Landkreis Günzburg,75944.0,2.8000000000000003,41795.0,Bayern,BY
9775,200009775,2000,Landkreis Neu-Ulm,50862.0,,24375.0,Bayern,BY
9775,200509775,2005,Landkreis Neu-Ulm,58773.0,1.7000000000000002,26827.0,Bayern,BY
9775,200909775,2009,Landkreis Neu-Ulm,57558.0,-10.200000000000001,27524.0,Bayern,BY
9775,201309775,2013,Landkreis Neu-Ulm,66872.0,4.2,32858.0,Bayern,BY
9775,201609775,2016,Landkreis Neu-Ulm,70194.0,3.6,35406.0,Bayern,BY
9776,200009776,2000,Landkreis Lindau (Bodensee),47650.0,,23295.0,Bayern,BY
9776,200509776,2005,Landkreis Lindau (Bodensee),51167.0,1.4000000000000001,24410.0,Bayern,BY
9776,200909776,2009,Landkreis Lindau (Bodensee),52183.0,-4.0,25870.0,Bayern,BY
9776,201309776,2013,Landkreis Lindau (Bodensee),62196.0,7.300000000000001,33237.0,Bayern,BY
9776,201609776,2016,Landkreis Lindau (Bodensee),66875.0,3.0,36391.0,Bayern,BY
9777,200009777,2000,Landkreis Ostallgäu,47893.0,,22013.0,Bayern,BY
9777,200509777,2005,Landkreis Ostallgäu,52736.0,1.5,23445.0,Bayern,BY
9777,200909777,2009,Landkreis Ostallgäu,53726.0,-3.3000000000000003,25409.0,Bayern,BY
9777,201309777,2013,Landkreis Ostallgäu,63894.0,2.8000000000000003,31604.0,Bayern,BY
9777,201609777,2016,Landkreis Ostallgäu,67497.0,2.8000000000000003,33355.0,Bayern,BY
9778,200009778,2000,Landkreis Unterallgäu,45050.0,,21348.0,Bayern,BY
9778,200509778,2005,Landkreis Unterallgäu,52042.0,3.2,22978.0,Bayern,BY
9778,200909778,2009,Landkreis Unterallgäu,53168.0,-0.1,25093.0,Bayern,BY
9778,201309778,2013,Landkreis Unterallgäu,65471.0,4.1000000000000005,31179.0,Bayern,BY
9778,201609778,2016,Landkreis Unterallgäu,71892.0,5.7,35499.0,Bayern,BY
9779,200009779,2000,Landkreis Donau-Ries,50103.0,,25825.0,Bayern,BY
9779,200509779,2005,Landkreis Donau-Ries,59154.0,5.5,30733.0,Bayern,BY
9779,200909779,2009,Landkreis Donau-Ries,62376.0,2.0,37420.0,Bayern,BY
9779,201309779,2013,Landkreis Donau-Ries,71978.0,2.9000000000000004,43986.0,Bayern,BY
9779,201609779,2016,Landkreis Donau-Ries,78390.0,2.6,47994.0,Bayern,BY
9780,200009780,2000,Landkreis Oberallgäu,42793.0,,19500.0,Bayern,BY
9780,200509780,2005,Landkreis Oberallgäu,48365.0,5.0,21417.0,Bayern,BY
9780,200909780,2009,Landkreis Oberallgäu,50104.0,-0.7000000000000001,23151.0,Bayern,BY
9780,201309780,2013,Landkreis Oberallgäu,58339.0,4.6000000000000005,27417.0,Bayern,BY
9780,201609780,2016,Landkreis Oberallgäu,61402.0,3.5,29884.0,Bayern,BY
10041,200010041,2000,Regionalverband Saarbrücken,48509.0,,29903.0,Saarland,SL
10041,200510041,2005,Regionalverband Saarbrücken,56904.0,5.9,35006.0,Saarland,SL
10041,200910041,2009,Regionalverband Saarbrücken,56443.0,-7.2,35384.0,Saarland,SL
10041,201310041,2013,Regionalverband Saarbrücken,64914.0,2.2,41584.0,Saarland,SL
10041,201610041,2016,Regionalverband Saarbrücken,66127.0,-1.2000000000000002,42088.0,Saarland,SL
10042,200010042,2000,Landkreis Merzig-Wadern,46227.0,,18772.0,Saarland,SL
10042,200510042,2005,Landkreis Merzig-Wadern,51100.0,2.9000000000000004,21053.0,Saarland,SL
10042,200910042,2009,Landkreis Merzig-Wadern,55334.0,-4.9,22668.0,Saarland,SL
10042,201310042,2013,Landkreis Merzig-Wadern,56716.0,-0.6000000000000001,24106.0,Saarland,SL
10042,201610042,2016,Landkreis Merzig-Wadern,60136.0,3.5,25585.0,Saarland,SL
10043,200010043,2000,Landkreis Neunkirchen,46972.0,,17802.0,Saarland,SL
10043,200510043,2005,Landkreis Neunkirchen,51860.0,5.1000000000000005,19840.0,Saarland,SL
10043,200910043,2009,Landkreis Neunkirchen,48838.0,-8.3,19003.0,Saarland,SL
10043,201310043,2013,Landkreis Neunkirchen,53545.0,-5.5,21853.0,Saarland,SL
10043,201610043,2016,Landkreis Neunkirchen,60226.0,6.0,24792.0,Saarland,SL
10044,200010044,2000,Landkreis Saarlouis,47251.0,,20677.0,Saarland,SL
10044,200510044,2005,Landkreis Saarlouis,54973.0,7.7,25238.0,Saarland,SL
10044,200910044,2009,Landkreis Saarlouis,57801.0,-18.900000000000002,27499.0,Saarland,SL
10044,201310044,2013,Landkreis Saarlouis,59984.0,-5.6000000000000005,28692.0,Saarland,SL
10044,201610044,2016,Landkreis Saarlouis,70363.0,-2.2,34139.0,Saarland,SL
10045,200010045,2000,Saarpfalz-Kreis,54024.0,,27080.0,Saarland,SL
10045,200510045,2005,Saarpfalz-Kreis,59176.0,0.9,30951.0,Saarland,SL
10045,200910045,2009,Saarpfalz-Kreis,56962.0,-9.5,30876.0,Saarland,SL
10045,201310045,2013,Saarpfalz-Kreis,63514.0,-1.8,36059.0,Saarland,SL
10045,201610045,2016,Saarpfalz-Kreis,66733.0,1.5,38629.0,Saarland,SL
10046,200010046,2000,Landkreis St. Wendel,55006.0,,19131.0,Saarland,SL
10046,200510046,2005,Landkreis St. Wendel,55035.0,4.5,19395.0,Saarland,SL
10046,200910046,2009,Landkreis St. Wendel,54159.0,0.6000000000000001,21201.0,Saarland,SL
10046,201310046,2013,Landkreis St. Wendel,60658.0,0.7000000000000001,24389.0,Saarland,SL
10046,201610046,2016,Landkreis St. Wendel,59131.0,-0.6000000000000001,25177.0,Saarland,SL
12051,200012051,2000,Brandenburg an der Havel,39984.0,,18460.0,Brandenburg,BB
12051,200512051,2005,Brandenburg an der Havel,44272.0,0.6000000000000001,21350.0,Brandenburg,BB
12051,200912051,2009,Brandenburg an der Havel,46242.0,-1.6,24497.0,Brandenburg,BB
12051,201312051,2013,Brandenburg an der Havel,51452.0,0.30000000000000004,27464.0,Brandenburg,BB
12051,201612051,2016,Brandenburg an der Havel,56222.0,2.0,30164.0,Brandenburg,BB
12052,200012052,2000,Cottbus,34633.0,,22288.0,Brandenburg,BB
12052,200512052,2005,Cottbus,40252.0,-1.6,26107.0,Brandenburg,BB
12052,200912052,2009,Cottbus,42099.0,-3.3000000000000003,27678.0,Brandenburg,BB
12052,201312052,2013,Cottbus,48234.0,2.2,29715.0,Brandenburg,BB
12052,201612052,2016,Cottbus,52747.0,2.5,33067.0,Brandenburg,BB
12053,200012053,2000,Frankfurt (Oder),36841.0,,23110.0,Brandenburg,BB
12053,200512053,2005,Frankfurt (Oder),40832.0,0.4,26274.0,Brandenburg,BB
12053,200912053,2009,Frankfurt (Oder),47169.0,-3.0,32606.0,Brandenburg,BB
12053,201312053,2013,Frankfurt (Oder),49022.0,-2.2,32226.0,Brandenburg,BB
12053,201612053,2016,Frankfurt (Oder),53355.0,-1.2000000000000002,34254.0,Brandenburg,BB
12054,200012054,2000,Potsdam,43621.0,,29903.0,Brandenburg,BB
12054,200512054,2005,Potsdam,46410.0,0.0,31347.0,Brandenburg,BB
12054,200912054,2009,Potsdam,49620.0,6.0,35107.0,Brandenburg,BB
12054,201312054,2013,Potsdam,53765.0,1.3,36592.0,Brandenburg,BB
12054,201612054,2016,Potsdam,60422.0,3.1,39293.0,Brandenburg,BB
12060,200012060,2000,Landkreis Barnim,35958.0,,13964.0,Brandenburg,BB
12060,200512060,2005,Landkreis Barnim,39872.0,3.4000000000000004,14418.0,Brandenburg,BB
12060,200912060,2009,Landkreis Barnim,43960.0,0.30000000000000004,16321.0,Brandenburg,BB
12060,201312060,2013,Landkreis Barnim,50644.0,2.7,18957.0,Brandenburg,BB
12060,201612060,2016,Landkreis Barnim,56107.0,2.6,21055.0,Brandenburg,BB
12061,200012061,2000,Landkreis Dahme-Spreewald,44391.0,,17873.0,Brandenburg,BB
12061,200512061,2005,Landkreis Dahme-Spreewald,53498.0,13.600000000000001,21006.0,Brandenburg,BB
12061,200912061,2009,Landkreis Dahme-Spreewald,68632.0,0.30000000000000004,29269.0,Brandenburg,BB
12061,201312061,2013,Landkreis Dahme-Spreewald,71170.0,3.3000000000000003,31657.0,Brandenburg,BB
12061,201612061,2016,Landkreis Dahme-Spreewald,69640.0,4.1000000000000005,30896.0,Brandenburg,BB
12062,200012062,2000,Landkreis Elbe-Elster,35852.0,,14049.0,Brandenburg,BB
12062,200512062,2005,Landkreis Elbe-Elster,41323.0,3.8000000000000003,15481.0,Brandenburg,BB
12062,200912062,2009,Landkreis Elbe-Elster,44278.0,-1.0,17770.0,Brandenburg,BB
12062,201312062,2013,Landkreis Elbe-Elster,51571.0,3.7,21607.0,Brandenburg,BB
12062,201612062,2016,Landkreis Elbe-Elster,54618.0,1.6,23205.0,Brandenburg,BB
12063,200012063,2000,Landkreis Havelland,36844.0,,13141.0,Brandenburg,BB
12063,200512063,2005,Landkreis Havelland,43000.0,-0.1,13971.0,Brandenburg,BB
12063,200912063,2009,Landkreis Havelland,41344.0,-3.0,15502.0,Brandenburg,BB
12063,201312063,2013,Landkreis Havelland,46337.0,3.6,18056.0,Brandenburg,BB
12063,201612063,2016,Landkreis Havelland,53747.0,4.4,19593.0,Brandenburg,BB
12064,200012064,2000,Landkreis Märkisch-Oderland,38959.0,,15292.0,Brandenburg,BB
12064,200512064,2005,Landkreis Märkisch-Oderland,45211.0,-1.1,15792.0,Brandenburg,BB
12064,200912064,2009,Landkreis Märkisch-Oderland,47786.0,-2.9000000000000004,17271.0,Brandenburg,BB
12064,201312064,2013,Landkreis Märkisch-Oderland,52079.0,3.9000000000000004,18324.0,Brandenburg,BB
12064,201612064,2016,Landkreis Märkisch-Oderland,56026.0,3.2,19911.0,Brandenburg,BB
12065,200012065,2000,Landkreis Oberhavel,41351.0,,15206.0,Brandenburg,BB
12065,200512065,2005,Landkreis Oberhavel,55021.0,3.1,18554.0,Brandenburg,BB
12065,200912065,2009,Landkreis Oberhavel,55501.0,-9.5,19854.0,Brandenburg,BB
12065,201312065,2013,Landkreis Oberhavel,63025.0,4.7,23518.0,Brandenburg,BB
12065,201612065,2016,Landkreis Oberhavel,70245.0,5.300000000000001,26416.0,Brandenburg,BB
12066,200012066,2000,Landkreis Oberspreewald-Lausitz,38636.0,,13560.0,Brandenburg,BB
12066,200512066,2005,Landkreis Oberspreewald-Lausitz,45804.0,5.300000000000001,16386.0,Brandenburg,BB
12066,200912066,2009,Landkreis Oberspreewald-Lausitz,46282.0,-5.800000000000001,18544.0,Brandenburg,BB
12066,201312066,2013,Landkreis Oberspreewald-Lausitz,50702.0,3.1,21964.0,Brandenburg,BB
12066,201612066,2016,Landkreis Oberspreewald-Lausitz,58383.0,1.7000000000000002,25671.0,Brandenburg,BB
12067,200012067,2000,Landkreis Oder-Spree,43974.0,,17075.0,Brandenburg,BB
12067,200512067,2005,Landkreis Oder-Spree,49812.0,2.3000000000000003,18589.0,Brandenburg,BB
12067,200912067,2009,Landkreis Oder-Spree,48316.0,-4.2,19185.0,Brandenburg,BB
12067,201312067,2013,Landkreis Oder-Spree,54683.0,3.2,22046.0,Brandenburg,BB
12067,201612067,2016,Landkreis Oder-Spree,59051.0,3.2,24043.0,Brandenburg,BB
12068,200012068,2000,Landkreis Ostprignitz-Ruppin,36283.0,,15474.0,Brandenburg,BB
12068,200512068,2005,Landkreis Ostprignitz-Ruppin,40476.0,-2.0,16870.0,Brandenburg,BB
12068,200912068,2009,Landkreis Ostprignitz-Ruppin,42746.0,-0.4,19578.0,Brandenburg,BB
12068,201312068,2013,Landkreis Ostprignitz-Ruppin,48611.0,2.8000000000000003,22798.0,Brandenburg,BB
12068,201612068,2016,Landkreis Ostprignitz-Ruppin,52918.0,1.8,25063.0,Brandenburg,BB
12069,200012069,2000,Landkreis Potsdam-Mittelmark,39759.0,,16371.0,Brandenburg,BB
12069,200512069,2005,Landkreis Potsdam-Mittelmark,45274.0,-0.4,16452.0,Brandenburg,BB
12069,200912069,2009,Landkreis Potsdam-Mittelmark,47267.0,-1.0,18138.0,Brandenburg,BB
12069,201312069,2013,Landkreis Potsdam-Mittelmark,55072.0,7.800000000000001,21585.0,Brandenburg,BB
12069,201612069,2016,Landkreis Potsdam-Mittelmark,57763.0,4.3,23939.0,Brandenburg,BB
12070,200012070,2000,Landkreis Prignitz,35579.0,,13649.0,Brandenburg,BB
12070,200512070,2005,Landkreis Prignitz,42675.0,1.9000000000000001,16493.0,Brandenburg,BB
12070,200912070,2009,Landkreis Prignitz,42880.0,-3.2,18604.0,Brandenburg,BB
12070,201312070,2013,Landkreis Prignitz,52293.0,2.8000000000000003,23289.0,Brandenburg,BB
12070,201612070,2016,Landkreis Prignitz,55103.0,-2.0,24587.0,Brandenburg,BB
12071,200012071,2000,Landkreis Spree-Neiße,49005.0,,17697.0,Brandenburg,BB
12071,200512071,2005,Landkreis Spree-Neiße,54986.0,2.4000000000000004,18523.0,Brandenburg,BB
12071,200912071,2009,Landkreis Spree-Neiße,78186.0,0.6000000000000001,29194.0,Brandenburg,BB
12071,201312071,2013,Landkreis Spree-Neiße,80232.0,-3.4000000000000004,31542.0,Brandenburg,BB
12071,201612071,2016,Landkreis Spree-Neiße,78925.0,0.1,30723.0,Brandenburg,BB
12072,200012072,2000,Landkreis Teltow-Fläming,54384.0,,21079.0,Brandenburg,BB
12072,200512072,2005,Landkreis Teltow-Fläming,67934.0,-2.2,26079.0,Brandenburg,BB
12072,200912072,2009,Landkreis Teltow-Fläming,50299.0,-5.1000000000000005,21231.0,Brandenburg,BB
12072,201312072,2013,Landkreis Teltow-Fläming,65956.0,5.9,29130.0,Brandenburg,BB
12072,201612072,2016,Landkreis Teltow-Fläming,73584.0,3.4000000000000004,33467.0,Brandenburg,BB
12073,200012073,2000,Landkreis Uckermark,46806.0,,18216.0,Brandenburg,BB
12073,200512073,2005,Landkreis Uckermark,53479.0,1.0,19754.0,Brandenburg,BB
12073,200912073,2009,Landkreis Uckermark,48951.0,-8.4,20396.0,Brandenburg,BB
12073,201312073,2013,Landkreis Uckermark,59921.0,5.5,25485.0,Brandenburg,BB
12073,201612073,2016,Landkreis Uckermark,64411.0,0.1,27464.0,Brandenburg,BB
13001,200013001,2000,Greifswald,,,,Mecklenburg-Vorpommern,MV
13001,200513001,2005,Greifswald,,,,Mecklenburg-Vorpommern,MV
13001,200913001,2009,Greifswald,,,,Mecklenburg-Vorpommern,MV
13001,201313001,2013,Greifswald,,,,Mecklenburg-Vorpommern,MV
13001,201613001,2016,Greifswald,,,,Mecklenburg-Vorpommern,MV
13002,200013002,2000,Neubrandenburg,,,,Mecklenburg-Vorpommern,MV
13002,200513002,2005,Neubrandenburg,,,,Mecklenburg-Vorpommern,MV
13002,200913002,2009,Neubrandenburg,,,,Mecklenburg-Vorpommern,MV
13002,201313002,2013,Neubrandenburg,,,,Mecklenburg-Vorpommern,MV
13002,201613002,2016,Neubrandenburg,,,,Mecklenburg-Vorpommern,MV
13003,200013003,2000,Rostock,46436.0,,24500.0,Mecklenburg-Vorpommern,MV
