,YearSchluessel,Year,Stadt-/Landkreis,Arbeitsplatzdichte,"Anteil Erwerbst. Land- u. Forstwirtsch., Fischerei in %",Anteil Erwerbstätige Produzierendes Gewerbe in %,Anteil Erwerbstätige Verarbeitendes Gewerbe in %,Anteil Erwerbstätige Baugewerbe in %,Anteil Erwerbstätige Dienstleistungsbereiche in %,"Ant ET Handel, Verkehr, Gastgew., Inform., Kommun. In %","Ant ET Finanz-, Vers., Unt-dl., Grundst-, Wohngsw. In %","Ant ET Öffentl. u. sonst. DL, Erzieh., Gesundh. In %",LAND_NAME,LAND_ABK
3256,201303256,2013,Landkreis Nienburg (Weser),703.5,5.1000000000000005,26.6,17.1,7.5,68.7,24.8,10.700000000000001,33.2,Niedersachsen,NI
3256,200903256,2009,Landkreis Nienburg (Weser),665.1,4.9,25.8,16.5,7.4,69.3,25.200000000000003,9.5,34.5,Niedersachsen,NI
3256,200503256,2005,Landkreis Nienburg (Weser),659.6,4.9,24.700000000000003,15.8,7.2,70.2,27.900000000000002,8.700000000000001,33.6,Niedersachsen,NI
3256,200203256,2002,Landkreis Nienburg (Weser),631.5,5.300000000000001,28.700000000000003,18.7,8.4,66.10000000000001,24.400000000000002,8.6,33.1,Niedersachsen,NI
3257,201603257,2016,Landkreis Schaumburg,637.2,1.4000000000000001,24.0,16.7,6.2,74.8,24.400000000000002,12.3,38.0,Niedersachsen,NI
3257,201303257,2013,Landkreis Schaumburg,620.2,1.6,24.400000000000002,17.400000000000002,6.0,74.10000000000001,24.6,11.9,37.6,Niedersachsen,NI
3257,200903257,2009,Landkreis Schaumburg,607.0,1.5,25.0,18.400000000000002,5.800000000000001,73.5,24.700000000000003,10.700000000000001,38.1,Niedersachsen,NI
3257,200503257,2005,Landkreis Schaumburg,575.7,1.5,27.0,20.5,5.6000000000000005,71.5,23.8,10.3,37.4,Niedersachsen,NI
3257,200203257,2002,Landkreis Schaumburg,574.0,1.6,28.6,21.5,6.300000000000001,69.60000000000001,24.900000000000002,9.4,35.4,Niedersachsen,NI
3351,201603351,2016,Landkreis Celle,726.3000000000001,2.2,23.700000000000003,14.9,6.2,74.2,23.0,11.200000000000001,40.0,Niedersachsen,NI
3351,201303351,2013,Landkreis Celle,703.8000000000001,2.3000000000000003,24.3,15.100000000000001,6.2,73.4,23.6,11.600000000000001,38.2,Niedersachsen,NI
3351,200903351,2009,Landkreis Celle,676.6,2.3000000000000003,22.400000000000002,13.9,6.0,75.3,23.700000000000003,11.3,40.300000000000004,Niedersachsen,NI
3351,200503351,2005,Landkreis Celle,647.5,2.3000000000000003,22.400000000000002,14.700000000000001,5.6000000000000005,75.4,24.8,11.0,39.6,Niedersachsen,NI
3351,200203351,2002,Landkreis Celle,629.2,2.4000000000000004,22.400000000000002,13.3,6.300000000000001,75.10000000000001,24.900000000000002,10.4,39.800000000000004,Niedersachsen,NI
3352,201603352,2016,Landkreis Cuxhaven,578.2,6.0,18.6,9.700000000000001,7.7,75.4,27.400000000000002,10.8,37.2,Niedersachsen,NI
3352,201303352,2013,Landkreis Cuxhaven,575.7,6.4,18.8,9.5,8.1,74.8,27.6,10.5,36.7,Niedersachsen,NI
3352,200903352,2009,Landkreis Cuxhaven,539.6,6.7,19.5,10.4,8.1,73.8,28.3,9.4,36.2,Niedersachsen,NI
3352,200503352,2005,Landkreis Cuxhaven,509.1,6.6000000000000005,19.0,10.9,7.300000000000001,74.2,28.400000000000002,8.9,36.9,Niedersachsen,NI
3352,200203352,2002,Landkreis Cuxhaven,506.3,7.0,21.200000000000003,11.600000000000001,8.8,71.7,28.900000000000002,7.7,35.0,Niedersachsen,NI
3353,201603353,2016,Landkreis Harburg,582.7,3.5,17.3,7.9,8.6,79.2,33.5,15.0,30.6,Niedersachsen,NI
3353,201303353,2013,Landkreis Harburg,569.7,3.8000000000000003,17.1,7.7,8.700000000000001,78.9,34.7,14.200000000000001,30.1,Niedersachsen,NI
3353,200903353,2009,Landkreis Harburg,509.5,3.6,18.5,9.0,8.700000000000001,77.9,35.2,13.100000000000001,29.700000000000003,Niedersachsen,NI
3353,200503353,2005,Landkreis Harburg,467.8,3.7,18.1,8.4,9.1,78.30000000000001,35.6,13.0,29.8,Niedersachsen,NI
3353,200203353,2002,Landkreis Harburg,459.90000000000003,3.4000000000000004,18.900000000000002,8.3,9.700000000000001,77.60000000000001,38.300000000000004,11.9,27.400000000000002,Niedersachsen,NI
3354,201603354,2016,Landkreis Lüchow-Dannenberg,677.5,6.5,23.900000000000002,16.400000000000002,6.5,69.7,22.900000000000002,11.4,35.300000000000004,Niedersachsen,NI
3354,201303354,2013,Landkreis Lüchow-Dannenberg,655.7,7.7,24.0,16.3,6.6000000000000005,68.9,23.5,12.8,32.7,Niedersachsen,NI
3354,200903354,2009,Landkreis Lüchow-Dannenberg,624.4000000000001,7.9,23.8,16.900000000000002,6.300000000000001,68.3,24.3,11.100000000000001,32.800000000000004,Niedersachsen,NI
3354,200503354,2005,Landkreis Lüchow-Dannenberg,612.2,7.300000000000001,22.8,16.6,5.7,69.9,26.900000000000002,11.4,31.6,Niedersachsen,NI
3354,200203354,2002,Landkreis Lüchow-Dannenberg,584.5,7.4,25.400000000000002,18.0,6.9,67.2,25.900000000000002,10.600000000000001,30.700000000000003,Niedersachsen,NI
3355,201603355,2016,Landkreis Lüneburg,684.6,2.5,17.5,10.9,5.6000000000000005,80.0,25.0,14.600000000000001,40.400000000000006,Niedersachsen,NI
3355,201303355,2013,Landkreis Lüneburg,673.9000000000001,2.8000000000000003,18.0,11.3,5.7,79.30000000000001,25.200000000000003,14.100000000000001,40.0,Niedersachsen,NI
3355,200903355,2009,Landkreis Lüneburg,642.1,2.3000000000000003,18.2,12.100000000000001,5.300000000000001,79.4,25.700000000000003,14.200000000000001,39.5,Niedersachsen,NI
3355,200503355,2005,Landkreis Lüneburg,603.3000000000001,2.4000000000000004,19.6,13.600000000000001,5.4,78.10000000000001,27.400000000000002,11.9,38.800000000000004,Niedersachsen,NI
3355,200203355,2002,Landkreis Lüneburg,605.4,2.6,21.1,14.4,6.1000000000000005,76.3,26.700000000000003,11.100000000000001,38.5,Niedersachsen,NI
3356,201603356,2016,Landkreis Osterholz,539.1,3.1,19.700000000000003,11.100000000000001,7.5,77.5,29.0,13.200000000000001,35.2,Niedersachsen,NI
3356,201303356,2013,Landkreis Osterholz,534.1,3.1,18.6,10.5,7.300000000000001,78.30000000000001,30.400000000000002,13.9,34.0,Niedersachsen,NI
3356,200903356,2009,Landkreis Osterholz,523.2,3.2,18.0,9.8,7.4,78.60000000000001,29.400000000000002,13.0,36.2,Niedersachsen,NI
3356,200503356,2005,Landkreis Osterholz,480.8,3.4000000000000004,18.6,10.700000000000001,7.300000000000001,78.2,28.5,11.0,38.7,Niedersachsen,NI
3356,200203356,2002,Landkreis Osterholz,490.8,3.3000000000000003,20.700000000000003,12.5,7.4,76.0,29.700000000000003,9.3,37.1,Niedersachsen,NI
3357,201603357,2016,Landkreis Rotenburg (Wümme),760.8000000000001,4.7,21.5,11.9,8.6,73.9,27.700000000000003,10.4,35.9,Niedersachsen,NI
3357,201303357,2013,Landkreis Rotenburg (Wümme),753.1,4.9,21.6,12.100000000000001,8.4,73.4,27.0,11.4,35.1,Niedersachsen,NI
3357,200903357,2009,Landkreis Rotenburg (Wümme),732.2,4.9,21.200000000000003,11.9,8.3,73.8,27.3,8.8,37.7,Niedersachsen,NI
3357,200503357,2005,Landkreis Rotenburg (Wümme),677.3000000000001,5.1000000000000005,22.5,12.600000000000001,9.1,72.4,29.1,8.8,34.4,Niedersachsen,NI
3357,200203357,2002,Landkreis Rotenburg (Wümme),674.0,5.4,24.900000000000002,14.200000000000001,9.8,69.60000000000001,26.700000000000003,8.3,34.6,Niedersachsen,NI
3358,201603358,2016,Landkreis Heidekreis,790.9000000000001,3.1,19.900000000000002,11.8,6.6000000000000005,77.2,26.6,11.0,39.6,Niedersachsen,NI
3358,201303358,2013,Landkreis Heidekreis,796.6,3.6,20.3,12.3,6.6000000000000005,76.3,26.3,11.9,38.1,Niedersachsen,NI
3358,200903358,2009,Landkreis Heidekreis,782.1,3.3000000000000003,18.400000000000002,10.700000000000001,6.300000000000001,78.10000000000001,25.900000000000002,11.9,40.400000000000006,Niedersachsen,NI
3358,200503358,2005,Landkreis Heidekreis,732.2,3.3000000000000003,20.400000000000002,12.600000000000001,6.4,76.2,26.3,11.5,38.400000000000006,Niedersachsen,NI
3358,200203358,2002,Landkreis Heidekreis,733.8000000000001,3.2,23.1,14.700000000000001,7.2,73.7,26.1,10.600000000000001,37.0,Niedersachsen,NI
3359,201603359,2016,Landkreis Stade,679.9000000000001,5.7,23.400000000000002,14.100000000000001,8.1,70.8,27.700000000000003,14.5,28.6,Niedersachsen,NI
3359,201303359,2013,Landkreis Stade,684.6,5.4,22.8,13.600000000000001,7.9,71.8,30.3,13.5,28.0,Niedersachsen,NI
3359,200903359,2009,Landkreis Stade,643.3000000000001,5.6000000000000005,23.0,13.5,8.0,71.5,31.3,12.600000000000001,27.6,Niedersachsen,NI
3359,200503359,2005,Landkreis Stade,614.2,5.2,24.8,15.0,8.1,70.0,31.5,11.4,27.200000000000003,Niedersachsen,NI
3359,200203359,2002,Landkreis Stade,587.1,5.1000000000000005,26.400000000000002,15.5,8.8,68.60000000000001,30.400000000000002,10.700000000000001,27.5,Niedersachsen,NI
3360,201603360,2016,Landkreis Uelzen,716.1,5.5,17.7,10.700000000000001,6.4,76.80000000000001,25.5,10.5,40.800000000000004,Niedersachsen,NI
3360,201303360,2013,Landkreis Uelzen,705.2,6.1000000000000005,18.0,10.700000000000001,6.6000000000000005,76.2,26.900000000000002,10.4,38.800000000000004,Niedersachsen,NI
3360,200903360,2009,Landkreis Uelzen,698.5,5.6000000000000005,16.900000000000002,10.0,6.1000000000000005,77.7,26.5,11.3,40.0,Niedersachsen,NI
3360,200503360,2005,Landkreis Uelzen,657.1,5.6000000000000005,17.400000000000002,10.4,6.6000000000000005,77.0,26.3,10.600000000000001,40.2,Niedersachsen,NI
3360,200203360,2002,Landkreis Uelzen,666.6,5.300000000000001,19.700000000000003,11.9,7.0,75.2,27.200000000000003,9.200000000000001,38.800000000000004,Niedersachsen,NI
3361,201603361,2016,Landkreis Verden,718.4000000000001,3.2,25.400000000000002,17.6,7.0,71.2,29.0,13.8,28.5,Niedersachsen,NI
3361,201303361,2013,Landkreis Verden,704.5,3.5,25.5,16.900000000000002,7.6000000000000005,71.10000000000001,29.6,13.9,27.6,Niedersachsen,NI
3361,200903361,2009,Landkreis Verden,658.7,3.2,26.1,17.900000000000002,7.2,70.60000000000001,30.3,13.700000000000001,26.6,Niedersachsen,NI
3361,200503361,2005,Landkreis Verden,635.0,3.0,27.3,18.900000000000002,7.7,69.60000000000001,31.400000000000002,11.8,26.400000000000002,Niedersachsen,NI
3361,200203361,2002,Landkreis Verden,633.4000000000001,3.2,27.6,19.1,7.800000000000001,69.3,31.3,10.4,27.6,Niedersachsen,NI
3401,201603401,2016,Delmenhorst,672.2,0.30000000000000004,16.2,9.9,5.1000000000000005,83.80000000000001,24.3,23.700000000000003,35.7,Niedersachsen,NI
3401,201303401,2013,Delmenhorst,685.1,0.30000000000000004,16.5,10.4,4.9,82.9,25.3,23.5,34.1,Niedersachsen,NI
3401,200903401,2009,Delmenhorst,696.4000000000001,0.6000000000000001,15.8,9.8,4.800000000000001,83.9,24.400000000000002,22.900000000000002,36.6,Niedersachsen,NI
3401,200503401,2005,Delmenhorst,633.4000000000001,0.6000000000000001,18.7,13.600000000000001,4.4,81.0,27.8,19.900000000000002,33.2,Niedersachsen,NI
3401,200203401,2002,Delmenhorst,639.1,0.6000000000000001,19.3,12.600000000000001,5.5,80.10000000000001,26.1,20.200000000000003,33.7,Niedersachsen,NI
3402,201603402,2016,Emden,1270.0,0.5,33.5,29.5,3.3000000000000003,66.0,26.8,15.9,23.3,Niedersachsen,NI
3402,201303402,2013,Emden,1231.2,0.5,35.6,30.400000000000002,4.5,63.6,24.8,15.100000000000001,23.8,Niedersachsen,NI
3402,200903402,2009,Emden,1126.9,0.5,38.400000000000006,33.2,3.2,61.300000000000004,23.200000000000003,12.9,25.3,Niedersachsen,NI
3402,200503402,2005,Emden,1055.6000000000001,0.6000000000000001,39.7,34.9,2.8000000000000003,59.800000000000004,24.900000000000002,9.5,25.400000000000002,Niedersachsen,NI
3402,200203402,2002,Emden,1083.0,0.5,41.7,37.300000000000004,2.5,57.800000000000004,24.0,8.200000000000001,25.6,Niedersachsen,NI
3403,201603403,2016,Oldenburg,1011.8000000000001,0.1,10.0,4.9,3.5,89.80000000000001,25.8,21.400000000000002,42.6,Niedersachsen,NI
3403,201303403,2013,Oldenburg,1011.5,0.2,10.600000000000001,5.1000000000000005,3.7,89.2,27.0,21.200000000000003,40.900000000000006,Niedersachsen,NI
3403,200903403,2009,Oldenburg,961.3000000000001,0.2,11.3,5.5,3.9000000000000004,88.60000000000001,27.900000000000002,19.5,41.300000000000004,Niedersachsen,NI
3403,200503403,2005,Oldenburg,918.7,0.2,12.3,6.2,4.1000000000000005,87.60000000000001,27.3,19.1,41.2,Niedersachsen,NI
3403,200203403,2002,Oldenburg,934.4000000000001,0.2,13.9,8.6,3.8000000000000003,85.9,29.5,16.7,39.7,Niedersachsen,NI
3404,201603404,2016,Osnabrück,1118.7,0.2,16.0,10.5,4.1000000000000005,83.9,26.400000000000002,21.3,36.1,Niedersachsen,NI
3404,201303404,2013,Osnabrück,1157.7,0.2,16.8,11.0,4.4,83.0,27.1,20.700000000000003,35.300000000000004,Niedersachsen,NI
3404,200903404,2009,Osnabrück,1060.1000000000001,0.2,16.8,11.100000000000001,4.2,82.9,27.8,20.1,35.0,Niedersachsen,NI
3404,200503404,2005,Osnabrück,1026.5,0.2,20.0,14.9,4.2,79.9,29.700000000000003,16.8,33.300000000000004,Niedersachsen,NI
3404,200203404,2002,Osnabrück,1005.4000000000001,0.2,21.6,16.3,4.3,78.2,29.5,15.5,33.300000000000004,Niedersachsen,NI
3405,201603405,2016,Wilhelmshaven,942.8000000000001,0.2,14.700000000000001,8.3,4.2,85.0,21.700000000000003,12.700000000000001,50.7,Niedersachsen,NI
3405,201303405,2013,Wilhelmshaven,934.3000000000001,0.2,15.0,8.1,4.7,84.80000000000001,22.0,13.5,49.300000000000004,Niedersachsen,NI
3405,200903405,2009,Wilhelmshaven,916.9000000000001,0.2,15.5,9.0,4.800000000000001,84.5,19.700000000000003,12.600000000000001,52.300000000000004,Niedersachsen,NI
3405,200503405,2005,Wilhelmshaven,863.7,0.2,15.600000000000001,8.8,4.7,84.0,19.900000000000002,11.8,52.400000000000006,Niedersachsen,NI
3405,200203405,2002,Wilhelmshaven,823.3000000000001,0.2,15.5,8.3,5.0,84.30000000000001,21.6,11.100000000000001,51.6,Niedersachsen,NI
3451,201603451,2016,Landkreis Ammerland,751.0,6.7,25.0,15.0,8.9,68.5,30.400000000000002,10.8,27.400000000000002,Niedersachsen,NI
3451,201303451,2013,Landkreis Ammerland,729.6,7.7,24.900000000000002,15.100000000000001,9.1,67.60000000000001,31.0,10.600000000000001,26.0,Niedersachsen,NI
3451,200903451,2009,Landkreis Ammerland,689.6,8.3,25.200000000000003,16.2,8.5,66.5,30.3,9.4,26.8,Niedersachsen,NI
3451,200503451,2005,Landkreis Ammerland,662.1,8.5,24.700000000000003,15.8,8.3,66.8,31.200000000000003,8.700000000000001,26.900000000000002,Niedersachsen,NI
3451,200203451,2002,Landkreis Ammerland,642.8000000000001,8.6,26.0,16.1,9.0,65.4,30.0,9.0,26.400000000000002,Niedersachsen,NI
3452,201603452,2016,Landkreis Aurich,693.5,2.9000000000000004,20.6,10.8,8.700000000000001,76.4,29.6,13.3,33.6,Niedersachsen,NI
3452,201303452,2013,Landkreis Aurich,669.5,3.6,19.900000000000002,10.5,8.5,76.4,30.5,12.5,33.300000000000004,Niedersachsen,NI
3452,200903452,2009,Landkreis Aurich,614.6,4.4,19.3,10.4,7.9,76.3,30.900000000000002,12.200000000000001,33.2,Niedersachsen,NI
3452,200503452,2005,Landkreis Aurich,552.3000000000001,4.9,17.8,9.9,7.1000000000000005,77.2,30.700000000000003,11.600000000000001,34.9,Niedersachsen,NI
3452,200203452,2002,Landkreis Aurich,553.0,5.300000000000001,18.900000000000002,10.9,7.2,75.8,31.200000000000003,10.8,33.9,Niedersachsen,NI
3453,201603453,2016,Landkreis Cloppenburg,791.8000000000001,8.5,33.4,22.700000000000003,9.5,58.2,23.1,12.0,23.1,Niedersachsen,NI
3453,201303453,2013,Landkreis Cloppenburg,761.4000000000001,9.5,32.800000000000004,21.700000000000003,9.9,57.6,23.700000000000003,11.700000000000001,22.200000000000003,Niedersachsen,NI
3453,200903453,2009,Landkreis Cloppenburg,730.8000000000001,8.3,34.300000000000004,23.5,9.5,57.400000000000006,23.0,10.700000000000001,23.700000000000003,Niedersachsen,NI
3453,200503453,2005,Landkreis Cloppenburg,664.4000000000001,8.6,33.9,23.700000000000003,9.5,57.800000000000004,23.3,9.200000000000001,25.400000000000002,Niedersachsen,NI
3453,200203453,2002,Landkreis Cloppenburg,655.0,8.4,35.6,24.0,10.9,56.300000000000004,23.8,7.300000000000001,25.200000000000003,Niedersachsen,NI
3454,201603454,2016,Landkreis Emsland,855.4000000000001,4.2,31.5,21.1,8.8,64.2,23.3,13.200000000000001,27.700000000000003,Niedersachsen,NI
3454,201303454,2013,Landkreis Emsland,839.9000000000001,4.800000000000001,32.300000000000004,21.1,9.3,62.900000000000006,23.900000000000002,12.0,27.1,Niedersachsen,NI
3454,200903454,2009,Landkreis Emsland,793.2,4.2,32.300000000000004,21.400000000000002,9.1,63.400000000000006,25.0,10.700000000000001,27.8,Niedersachsen,NI
3454,200503454,2005,Landkreis Emsland,721.6,4.5,31.900000000000002,21.6,8.700000000000001,63.5,24.700000000000003,9.600000000000001,29.3,Niedersachsen,NI
3454,200203454,2002,Landkreis Emsland,712.3000000000001,4.800000000000001,32.300000000000004,21.700000000000003,8.6,62.900000000000006,24.400000000000002,8.9,29.6,Niedersachsen,NI
3455,201603455,2016,Landkreis Friesland,701.6,3.5,20.700000000000003,13.100000000000001,6.1000000000000005,76.10000000000001,26.1,14.3,35.7,Niedersachsen,NI
3455,201303455,2013,Landkreis Friesland,684.7,3.8000000000000003,20.400000000000002,12.700000000000001,6.300000000000001,75.5,26.700000000000003,14.9,33.9,Niedersachsen,NI
3455,200903455,2009,Landkreis Friesland,635.4000000000001,3.5,19.3,12.3,6.0,77.10000000000001,27.900000000000002,14.8,34.4,Niedersachsen,NI
3455,200503455,2005,Landkreis Friesland,625.1,3.5,19.400000000000002,12.700000000000001,5.7,77.10000000000001,27.900000000000002,12.200000000000001,37.1,Niedersachsen,NI
3455,200203455,2002,Landkreis Friesland,624.8000000000001,3.4000000000000004,20.700000000000003,13.100000000000001,6.300000000000001,75.9,26.8,11.700000000000001,37.5,Niedersachsen,NI
3456,201603456,2016,Landkreis Grafschaft Bentheim,795.2,3.4000000000000004,27.700000000000003,17.900000000000002,7.7,68.8,27.700000000000003,13.700000000000001,27.5,Niedersachsen,NI
3456,201303456,2013,Landkreis Grafschaft Bentheim,773.1,3.8000000000000003,27.6,17.1,8.1,68.7,27.8,13.4,27.5,Niedersachsen,NI
3456,200903456,2009,Landkreis Grafschaft Bentheim,722.1,3.9000000000000004,27.8,17.5,7.9,68.4,28.900000000000002,12.3,27.200000000000003,Niedersachsen,NI
3456,200503456,2005,Landkreis Grafschaft Bentheim,682.9000000000001,3.9000000000000004,27.0,17.2,7.5,69.0,30.400000000000002,10.700000000000001,27.900000000000002,Niedersachsen,NI
3456,200203456,2002,Landkreis Grafschaft Bentheim,681.7,4.3,29.5,18.0,8.5,66.3,27.8,10.200000000000001,28.3,Niedersachsen,NI
3457,201603457,2016,Landkreis Leer,653.6,2.8000000000000003,18.7,9.5,8.0,78.4,29.700000000000003,16.900000000000002,31.700000000000003,Niedersachsen,NI
3457,201303457,2013,Landkreis Leer,647.7,3.2,18.5,9.600000000000001,7.6000000000000005,78.4,31.200000000000003,16.3,30.8,Niedersachsen,NI
3457,200903457,2009,Landkreis Leer,632.6,3.9000000000000004,17.900000000000002,9.9,6.800000000000001,78.2,33.300000000000004,12.100000000000001,32.7,Niedersachsen,NI
3457,200503457,2005,Landkreis Leer,550.1,4.4,18.5,10.600000000000001,6.800000000000001,77.30000000000001,33.5,10.100000000000001,33.7,Niedersachsen,NI
3457,200203457,2002,Landkreis Leer,549.2,4.800000000000001,21.0,12.600000000000001,7.5,74.10000000000001,32.6,8.9,32.6,Niedersachsen,NI
3458,201603458,2016,Landkreis Oldenburg (Land),592.2,5.2,26.1,16.0,8.8,68.9,27.5,13.0,28.3,Niedersachsen,NI
3458,201303458,2013,Landkreis Oldenburg (Land),593.0,5.7,25.700000000000003,15.9,8.6,68.60000000000001,26.700000000000003,13.9,28.0,Niedersachsen,NI
3458,200903458,2009,Landkreis Oldenburg (Land),550.6,5.300000000000001,26.700000000000003,17.2,8.4,67.8,27.5,12.3,28.0,Niedersachsen,NI
3458,200503458,2005,Landkreis Oldenburg (Land),510.8,5.5,26.0,17.1,7.9,68.60000000000001,27.900000000000002,11.200000000000001,29.5,Niedersachsen,NI
3458,200203458,2002,Landkreis Oldenburg (Land),514.1,5.7,28.8,19.1,8.700000000000001,65.5,26.5,9.9,29.1,Niedersachsen,NI
3459,201603459,2016,Landkreis Osnabrück (Land),730.0,3.6,31.900000000000002,23.400000000000002,7.4,64.5,25.1,13.600000000000001,25.8,Niedersachsen,NI
3459,201303459,2013,Landkreis Osnabrück (Land),699.9000000000001,4.0,32.1,23.400000000000002,7.5,63.900000000000006,25.6,12.700000000000001,25.6,Niedersachsen,NI
3459,200903459,2009,Landkreis Osnabrück (Land),644.6,3.7,33.1,24.3,7.6000000000000005,63.2,26.200000000000003,11.0,25.900000000000002,Niedersachsen,NI
3459,200503459,2005,Landkreis Osnabrück (Land),607.0,3.8000000000000003,33.7,24.8,7.9,62.7,26.400000000000002,9.8,26.6,Niedersachsen,NI
3459,200203459,2002,Landkreis Osnabrück (Land),598.0,3.8000000000000003,35.6,26.5,8.0,60.6,25.5,8.8,26.3,Niedersachsen,NI
3460,201603460,2016,Landkreis Vechta,977.3000000000001,7.0,33.300000000000004,24.700000000000003,7.5,59.800000000000004,23.400000000000002,12.600000000000001,23.8,Niedersachsen,NI
3460,201303460,2013,Landkreis Vechta,992.6,8.1,32.1,23.700000000000003,7.4,59.6,22.3,12.100000000000001,25.200000000000003,Niedersachsen,NI
3460,200903460,2009,Landkreis Vechta,895.2,7.300000000000001,32.300000000000004,23.8,7.4,60.300000000000004,23.8,12.3,24.200000000000003,Niedersachsen,NI
3460,200503460,2005,Landkreis Vechta,824.5,6.800000000000001,31.900000000000002,23.400000000000002,7.5,61.400000000000006,24.700000000000003,12.3,24.400000000000002,Niedersachsen,NI
3460,200203460,2002,Landkreis Vechta,801.1,6.7,33.1,23.8,8.3,60.300000000000004,24.6,10.600000000000001,25.1,Niedersachsen,NI
3461,201603461,2016,Landkreis Wesermarsch,697.5,3.5,35.800000000000004,26.6,7.0,60.7,22.8,10.0,27.8,Niedersachsen,NI
3461,201303461,2013,Landkreis Wesermarsch,676.7,4.4,36.300000000000004,25.8,7.0,59.0,23.5,9.5,26.0,Niedersachsen,NI
3461,200903461,2009,Landkreis Wesermarsch,647.7,4.0,36.4,26.3,6.4,59.6,22.900000000000002,9.8,26.900000000000002,Niedersachsen,NI
3461,200503461,2005,Landkreis Wesermarsch,594.7,4.2,32.800000000000004,24.900000000000002,6.5,63.0,23.400000000000002,9.600000000000001,29.900000000000002,Niedersachsen,NI
3461,200203461,2002,Landkreis Wesermarsch,596.7,4.7,36.2,28.5,6.6000000000000005,59.1,22.400000000000002,9.1,27.6,Niedersachsen,NI
3462,201603462,2016,Landkreis Wittmund,684.6,4.9,16.3,7.300000000000001,8.200000000000001,79.2,31.8,11.4,35.9,Niedersachsen,NI
3462,201303462,2013,Landkreis Wittmund,674.9000000000001,5.300000000000001,16.5,7.800000000000001,7.800000000000001,77.80000000000001,32.9,10.700000000000001,34.2,Niedersachsen,NI
3462,200903462,2009,Landkreis Wittmund,658.7,6.6000000000000005,17.400000000000002,8.3,8.3,75.9,32.4,7.5,36.1,Niedersachsen,NI
3462,200503462,2005,Landkreis Wittmund,592.9,6.800000000000001,16.8,8.200000000000001,7.7,76.80000000000001,30.5,9.5,36.800000000000004,Niedersachsen,NI
3462,200203462,2002,Landkreis Wittmund,581.6,7.300000000000001,17.0,8.700000000000001,7.800000000000001,75.7,31.700000000000003,8.700000000000001,35.300000000000004,Niedersachsen,NI
4011,201604011,2016,Bremen,954.6,0.1,19.400000000000002,14.3,3.8000000000000003,80.5,28.5,21.1,31.0,Bremen,HB
4011,201304011,2013,Bremen,953.4000000000001,0.1,19.5,14.600000000000001,3.5,80.4,29.0,20.700000000000003,30.700000000000003,Bremen,HB
4011,200904011,2009,Bremen,928.1,0.2,20.3,15.100000000000001,3.8000000000000003,79.4,29.700000000000003,18.8,31.0,Bremen,HB
4011,200504011,2005,Bremen,911.2,0.2,21.8,16.5,3.8000000000000003,78.0,30.6,17.6,29.8,Bremen,HB
4011,200204011,2002,Bremen,912.9000000000001,0.1,23.8,17.8,4.6000000000000005,76.10000000000001,30.3,15.9,29.8,Bremen,HB
4012,201604012,2016,Bremerhaven,943.0,0.1,18.7,12.700000000000001,4.7,81.10000000000001,31.200000000000003,16.1,33.800000000000004,Bremen,HB
4012,201304012,2013,Bremerhaven,968.0,0.1,20.0,14.4,4.3,79.9,30.3,16.6,32.9,Bremen,HB
4012,200904012,2009,Bremerhaven,915.7,0.1,19.200000000000003,13.4,4.4,80.60000000000001,30.1,16.7,33.800000000000004,Bremen,HB
4012,200504012,2005,Bremerhaven,786.3000000000001,0.2,18.1,12.600000000000001,4.4,81.7,29.0,16.400000000000002,36.300000000000004,Bremen,HB
